대여소번호,대여소명,전체 이용건수,평일출근이용건수,평일퇴근이용건수,주말이용건수,평일출근비중,평일퇴근비중,주말비중
3783,3783. 마곡금호어울림아파트,17894,4946,2586,4571,0.27640549904996087,0.14451771543534145,0.25544875377221415
542,542. 강변역 4번출구 뒤,17891,1113,4332,5474,0.062210049745682186,0.24213291599128053,0.305963892459896
201,201. 진미파라곤 앞,17858,1814,5164,4182,0.1015791242020383,0.28917011983424795,0.23418075932355248
4854,4854. 가락시장역 2번 출구,17842,2624,3623,4187,0.1470687142697007,0.2030601950453985,0.23467100100885552
2231,2231. 삼성타운(삼성생명) A동 맞은편,17837,1115,6750,2689,0.06251051185737512,0.37842686550428883,0.15075405056904187
669,669.청계한신휴플러스앞 삼거리,17787,5043,2371,3798,0.2835216731320627,0.13329960083206838,0.2135267330072525
1738,1738. 창동주공17단지 상가앞,17785,3128,3207,4463,0.1758785493393309,0.1803204947989879,0.2509418048917627
4491,4491. 장지역 1번출구,17770,2642,4532,3712,0.1486775464265616,0.2550365785030951,0.20889138998311763
1245,1245. 문정 법조단지9,17754,2632,3582,5187,0.14824828207727836,0.20175735045623522,0.29215951334910445
2909,2909. 석계역 3번 출구,17736,1969,3185,5047,0.1110171402796572,0.17957825890843482,0.28456247180875055
3544,3544.한양대역 3번 출구,17733,2480,3917,3577,0.1398522528618959,0.22088761066937349,0.2017143179383071
1004,1004. 삼성광나루아파트 버스정류장,17732,2330,2745,5433,0.13140085720730882,0.15480487254680803,0.3063952176855403
1606,1606. 태릉입구역 3번출구 ,17726,1528,2949,4838,0.08620106058896536,0.1663657903644364,0.27293241566061155
1305,1305. 성북구청,17718,2363,2706,4648,0.13336719720058698,0.15272604131391804,0.2623320916582007
3762,3762. 마곡9단지 907동앞,17702,5282,2137,4184,0.29838436334877416,0.12072082250593154,0.23635747373178173
4080,4080. 창동주공19단지앞 ,17684,2133,3320,4395,0.12061750735127799,0.1877403302420267,0.24852974440171907
2332,2332. 선릉역3번출구,17683,2404,4466,3155,0.135949782276763,0.25255895492846236,0.17841995136571848
3009,3009. 홍대입구역 사거리,17659,634,4313,4814,0.03590237272778753,0.24423806557562716,0.27260886799932044
4804,4804. 동서울농협 앞,17638,1049,3539,4409,0.05947386324980156,0.20064633178364893,0.24997165211475225
571,571. 세종대학교 대양AI센터,17633,2610,3180,3214,0.14801792094368513,0.18034367379345545,0.1822718765950207
1128,1128. 화곡역 6번출구,17611,2800,3311,4292,0.15899153937879734,0.18800749531542785,0.2437113167906422
3506,3506. 영동대교 북단,17608,2341,3327,4401,0.13295093139482053,0.18894820536119947,0.24994320763289413
438,438. 성산2-1 공영주차장,17587,2361,2915,4978,0.13424688690510037,0.1657474270768181,0.2830499800989367
1385,1385.성신여대입구역 3번출구 앞,17565,1989,2456,4679,0.11323654995730145,0.13982351266723597,0.2663820096783376
2653,2653.올림픽공원사거리(선수촌아파트),17564,2251,2929,5204,0.12815987246640856,0.166761557731724,0.29628786153495784
4905,4905. 강남경찰서,17542,665,6767,2946,0.03790901835594573,0.38575989054839815,0.16793980161897162
3415,3415.동대문역6번출구,17512,1827,3442,4619,0.10432846048423938,0.19655093650068525,0.26376199177706716
4953,4953. 세양청마루아파트 앞,17497,3112,2777,4299,0.17785906155340916,0.1587129222152369,0.24569926273075385
412,412. DMC산학협력연구센터 앞,17479,2349,5358,2835,0.1343898392356542,0.3065392757022713,0.16219463356027233
490,490.가온문화공원,17420,884,5846,3195,0.050746268656716415,0.33559127439724457,0.18340987370838116
4560,4560. 양평동성원아파트,17395,2686,4270,3347,0.15441218741017534,0.2454728370221328,0.19241161253233688
1928,1928. 고척스카이돔구장 광장,17336,2604,2741,3864,0.15020766035994462,0.15811029072450392,0.222888786340563
1199,1199. 우장산역 3번출구,17291,2081,2965,4395,0.12035162801457405,0.17147649065988085,0.25417847435081836
1804,1804. 독산역 2번출구 자전거주차장,17246,4545,4346,3114,0.2635393714484518,0.2520004638756813,0.18056360895280066
1827,1827. 독산보도육교 앞 자전거 보관소,17244,2145,4191,5055,0.1243910925539318,0.2430410577592206,0.2931454418928323
488,488.푸르메병원,17238,3478,3226,3477,0.20176354565494836,0.18714468035735005,0.2017055342847198
1478,1478.홈플러스 상봉점 앞,17230,1778,3311,4816,0.10319210679048171,0.19216482878699942,0.2795124782356355
2060,2060. 남성역3번출구 뒤,17220,4144,1935,4664,0.24065040650406505,0.11236933797909408,0.2708478513356562
1471,1471.동양쇼핑 정류소 앞,17214,3167,2245,4509,0.18397815731381434,0.13041710235854537,0.26193795747647264
252,252. 보라매역4번출구,17184,2237,3448,4153,0.1301792364990689,0.20065176908752327,0.24167830540037244
1205,1205. 종합운동장역 4번출구,17176,1835,4754,4631,0.10683511877037727,0.27678155565905915,0.26962040055891945
3698,3698. 명일역 3번출구 옆,17172,2355,3444,4384,0.13714185883997204,0.20055904961565338,0.25529932448171444
4207,4207. 아만티호텔 앞,17141,1244,3824,4380,0.07257452890729829,0.22309083484044104,0.2555276821655679
2414,2414. 도곡역 아카데미스위트 앞,17139,2143,4263,3365,0.12503646653830444,0.24873096446700507,0.19633584223116868
834,834. 효창공원앞역 3번출구 앞,17130,5375,2203,3868,0.31377699941622883,0.12860478692352598,0.22580268534734385
680,680.꿈마루어린이도서관 앞,17109,1586,2425,4663,0.09269974867029049,0.14173826640949208,0.2725466128937986
4121,4121. 서울문화재단 앞,17102,3328,4023,3150,0.19459712314349198,0.23523564495380658,0.18418898374459128
1841,1841. 가산동 주민센터,17068,6416,1863,3259,0.37590813217717367,0.10915162877900164,0.19094211389735177
5503,5503. 마포아트센터 앞,17067,3753,1880,3653,0.21989804886623307,0.11015409855276265,0.21403878830491593
104,104. 합정역 1번출구 앞,17065,1446,3826,4402,0.08473483738646352,0.22420158218576033,0.2579548784060943
1401,1401. 극동늘푸른아파트,17062,1469,2373,5366,0.08609776110655257,0.13908099871058494,0.3145000586097761
1681,1681. 현대6차 아파트,17034,2469,2566,4984,0.144945403311025,0.15063989667723376,0.29259128801221085
4952,4952.천호시장 버스정류소 옆,17031,3142,2112,4927,0.18448711173742,0.12400915976748282,0.28929598966590336
4926,4926. 대치우성아파트 사거리,17025,3047,4710,3193,0.17897209985315712,0.27665198237885463,0.18754772393538913
418,418. 월드컵경기장역 3번출구 옆,17003,609,2630,6975,0.03581720872787155,0.15467858613185909,0.4102217255778392
1260,1260. 방이동 한양3차아파트 옆,16971,2520,3051,4427,0.14848859819692417,0.1797772671027046,0.26085675564197747
1282,1282. 송파소방서 맞은편(성내4교),16968,3970,2345,4426,0.23396982555398396,0.1382013201320132,0.26084394153701085
4032,4032. 불암주유소 앞,16964,1657,3512,4697,0.09767743456731903,0.20702664465927847,0.27688045272341427
1924,1924. 삼부르네상스파크빌,16945,4522,3564,3200,0.2668633815284745,0.21032753024491,0.1888462673354972
493,493.홍대입구역 6번출구,16941,1397,3399,4698,0.08246266454164453,0.20063750664069419,0.27731538870196565
155,155. 가좌역1 번출구 앞,16933,3753,3415,3976,0.22163822122482726,0.20167719837004666,0.23480777180653162
5154,5154.광진구청 앞,16894,1354,3706,4327,0.08014679767964958,0.2193678228957026,0.2561264354208595
1108,1108. 공항시장역 2번출구 뒤,16891,3165,2272,4577,0.1873778935527796,0.13450950210171098,0.2709727073589486
609,609. 제기2교,16879,2816,2502,4614,0.16683452811185498,0.14823153030392797,0.2733574263878192
521,521. 왕십리역 11번 출구 앞,16857,1148,2679,4466,0.06810227205315299,0.1589250756362342,0.26493444859702203
178,178. 증산3교 앞,16847,3959,2176,4471,0.23499732890128805,0.12916246215943492,0.26538849646821394
773,"773.염창역 3, 4번 출구 사이",16840,1249,3404,4674,0.0741686460807601,0.20213776722090263,0.2775534441805226
1931,1931. 개봉역2번출구 A,16824,3495,3853,3379,0.20773894436519258,0.2290180694246315,0.20084403233475986
1390,1390.석관래미안아트리치,16813,2708,2424,4698,0.16106584190804735,0.14417415095461844,0.2794266341521442
255,255. 도림사거리,16811,2204,2470,5124,0.13110463387067992,0.14692760692403783,0.30480042829099996
763,763. 목동11단지 아파트,16773,2946,2373,4487,0.1756394204972277,0.14147737435163657,0.2675132653669588
1265,1265. 문정동 근린공원,16751,3169,2724,3790,0.18918273535908303,0.1626171571846457,0.22625514894633156
2202,2202.청계산입구역 1번출구,16748,3535,4416,3139,0.21106997850489612,0.2636732744208264,0.18742536422259373
2265,2265. 이수고가차도 남단,16746,2081,3538,4323,0.12426848202555835,0.21127433416935387,0.25815120028663563
2407,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),16713,1817,3858,3324,0.10871776461437205,0.23083826961048287,0.19888709387901635
1952,1952. 천왕연지타운2단지 앞,16713,3355,2527,4429,0.2007419374139891,0.15119966493149045,0.26500329085143304
766,766. 신목동역 3번출구,16691,1606,3983,4959,0.09621951950152777,0.23863159786711402,0.297106224911629
2059,2059. 보라매공원 정문,16690,1596,4098,4118,0.09562612342720192,0.24553624925104853,0.24673457159976034
550,550. 서울시설공단 앞,16677,1529,7018,1953,0.09168315644300534,0.420819092162859,0.11710739341608203
4349,4349.삼성화재서초타워,16677,1411,3931,3481,0.08460754332313965,0.23571385740840678,0.20873058703603767
4812,4812. 묵동 이마트 앞,16676,936,3112,4603,0.05612856800191893,0.18661549532261934,0.2760254257615735
1204,1204. 거여역 3번출구,16652,1766,3168,4079,0.10605332692769637,0.1902474177276003,0.24495556089358636
4526,4526. 목동아파트2단지 222동 앞,16637,4895,1732,4246,0.2942237182184288,0.10410530744725612,0.2552142814209293
1991,1991. 오류동역 맞은편,16632,2177,2394,4648,0.1308922558922559,0.14393939393939395,0.27946127946127947
1129,1129. 화곡역 1번 출구 앞,16581,1937,3361,3971,0.11682045714974972,0.20270188770279235,0.2394909836559918
5885,5885. 신정교하부(도림천역 방면),16563,2926,2703,4631,0.1766588178470084,0.16319507335627603,0.2795991064420697
145,145. 공덕역 5번출구,16559,2743,3355,3947,0.16565009964369828,0.20260885319161784,0.23835980433601062
2214,2214. 신반포역 2번출구 앞,16556,1072,2633,6789,0.06474993959893695,0.15903599903358298,0.41006281710558107
5073,5073. 우장산역 헤링턴타워 앞,16554,1901,2669,4409,0.11483629334299868,0.16122991422012806,0.26634046151987434
917,917. 녹번역 3번출구,16534,3725,3162,3429,0.22529333494617151,0.19124228861739445,0.20739083101487843
5514,5514.공덕역 1번출구,16522,1516,3574,4207,0.0917564459508534,0.21631763708994067,0.2546301900496308
456,456. 숭인2동 주민센터 입구,16478,2855,2318,3795,0.1732613181211312,0.14067241170044908,0.23030707610146864
650,650. 중랑교사거리,16470,1148,2347,4998,0.06970248937462052,0.142501517911354,0.3034608378870674
4480,4480. 가락시장 남1문 사거리,16460,3656,3291,3054,0.2221142162818955,0.19993924665856622,0.18554070473876064
329,329. 청계2가 사거리 옆,16448,1271,4695,3803,0.0772738326848249,0.2854450389105058,0.23121352140077822
2252,2252. 잔디마을 마을버스 정류장,16424,923,4560,3630,0.05619824646858256,0.2776424744276668,0.22101802240623478
4721,4721. 통인시장 정자,16407,4089,1933,4512,0.24922289266776376,0.1178155665264826,0.27500457121960137
3573,3573.광나루안전체험관,16382,3221,2748,4116,0.19661823953119278,0.1677450860700769,0.25125137345867415
635,635. 시조사 앞,16379,2757,2067,3840,0.16832529458452897,0.12619818059710605,0.23444654740826668
5319,5319. 연해피빌 앞,16378,1782,2444,3084,0.10880449383319087,0.14922456954451094,0.18830137989986567
256,256. 동아에코빌입구,16364,3276,2281,4246,0.20019555120997312,0.13939134685895868,0.2594720117330726
326,326. 안국역 5번출구 앞,16337,2412,3704,3384,0.1476403256411826,0.22672461284201506,0.20713717328762932
2627,2627.문정시영아파트 5동 앞 공원,16317,3638,2587,4038,0.2229576515290801,0.15854630140344425,0.24747196175767605
4386,4386. 현대자동차 동부서비스센터 주변,16305,3885,3982,2551,0.23827046918123276,0.2442195645507513,0.1564550751303281
4713,4713. 현대 뜨레비앙 아파트 앞,16271,1544,3492,3273,0.09489275397947268,0.21461495912974002,0.20115542990596766
2725,2725.서울식물원 식물문화센터,16257,1476,3153,5206,0.09079165897767116,0.19394722273482193,0.3202312849849296
1552,1552. 강북구청사거리,16256,864,3605,4270,0.0531496062992126,0.22176427165354332,0.2626722440944882
2651,2651.경찰병원역 3번출구 앞,16254,3245,2868,3623,0.19964316475944383,0.17644887412329271,0.2228989787129322
4468,4468. 가락1동주민센터 ,16252,4238,1952,4091,0.2607679054885553,0.12010829436377062,0.25172286487816886
4705,4705. 웰니스센터(민방위교육장 앞),16247,3581,2421,3196,0.22040992183172278,0.14901212531544286,0.1967132393672678
2342,2342. 대청역 1번출구  뒤,16219,2111,3553,4062,0.1301559898884025,0.21906406066958506,0.2504470065972008
2279,2279. 교대역 5번출구뒤,16206,2495,3134,3302,0.1539553251882019,0.19338516598790573,0.20375169690238185
427,427. 성산시영아파트,16200,3232,2092,4319,0.19950617283950617,0.1291358024691358,0.2666049382716049
3691,3691. 둔촌역 2번출구,16198,1529,4045,3969,0.09439436967526856,0.24972218792443512,0.24503025064822817
5774,5774. 가락본동주민센터 인근,16164,2103,3050,3566,0.13010393466963624,0.1886909180895818,0.22061370947785203
3853,3853. 어린이대공원역 2번출구,16142,4234,2677,3303,0.2622971131210507,0.16584066410605872,0.2046214843266014
1267,1267. 올림픽공원 남2문 앞,16131,2474,2582,5269,0.1533692889467485,0.16006447213439962,0.3266381501456822
1404,1404. 동일로 지하차도,16120,3011,2069,3128,0.1867866004962779,0.12834987593052108,0.19404466501240694
4619,4619. 한강트럼프월드3차 앞,16108,2060,2718,4886,0.12788676434070026,0.16873603178544822,0.30332753911100074
4453,4453. 위례중앙푸르지오 201동 앞,16093,1705,2226,4778,0.10594668489405332,0.13832100913440626,0.296899272975828
3206,3206.문래동 주민센터,16089,2054,4209,2973,0.12766486419292686,0.26160730934178633,0.1847846354652247
1433,1433. 중화역 2번출구,16078,1110,2777,4127,0.06903843761661899,0.17272048762283868,0.2566861549944023
525,525. 한양대병원사거리,16075,862,2690,4865,0.053623639191290824,0.16734059097978227,0.3026438569206843
270,270. 증권거래소후문교차로,16066,1638,5402,2517,0.10195443794348313,0.336238018175028,0.15666625171168927
2294,2294. 두상빌딩 앞,16049,3918,3225,3059,0.24412735996012214,0.2009470995077575,0.1906037759361954
2211,2211. 서초구립반포도서관 앞,16040,1709,3707,4057,0.10654613466334165,0.23110972568578553,0.252930174563591
4794,4794. 서울역 서부교차로(3),16040,4642,2588,3456,0.28940149625935163,0.16134663341645886,0.21546134663341646
1206,1206. 9호선종합운동장역 9번출구,16023,2482,3700,3741,0.15490232790363853,0.2309180552955127,0.23347687698932784
107,107. 수협 연남동지점,16013,1509,3682,3812,0.09423593330419035,0.2299381752326235,0.2380565790295385
1334,1334. 석관동주민센터 앞,16012,1915,2585,3516,0.11959780164876342,0.16144141893579816,0.21958531101673745
860,860.LG한강 자이아파트 앞,15992,1794,2685,5520,0.11218109054527263,0.16789644822411207,0.34517258629314657
380,380. CJ제일제당 앞,15989,2408,3713,2614,0.15060353993370443,0.23222215273000188,0.16348739758584027
345,345. 서울보증보험본사 앞,15988,3111,4119,1980,0.19458343757818364,0.2576307230422817,0.12384288216162122
1920,1920. 서울미래초등학교 사거리,15960,2890,2347,3938,0.18107769423558898,0.14705513784461152,0.24674185463659148
4483,4483. 잠실나들목4,15943,2338,2007,5570,0.14664743147462836,0.12588596876372077,0.3493696293043969
4019,4019. 상계주공10단지 버스정류소,15921,2244,2522,4153,0.14094592048238175,0.15840713523019911,0.2608504490923937
2110,2110. 조원동 미성아파트,15916,1894,3109,4069,0.118999748680573,0.19533802462930386,0.25565468710731337
4393,4393. 상원삼거리 장안철교 아래,15911,1595,5499,2811,0.10024511344352964,0.34560995537678335,0.17667022814405128
3128,3128.동신병원 맞은편,15903,1549,2557,4960,0.09740300572219078,0.1607872728416022,0.31189083820662766
5323,5323. 하계역 4번출구 앞,15899,2014,2939,3816,0.12667463362475628,0.18485439335807283,0.24001509528901188
1987,1987. 개봉아이파크아파트 앞,15885,4713,1688,4476,0.2966949952785647,0.10626377085300598,0.2817752596789424
4708,4708. 조계사앞사거리,15870,1950,3599,2411,0.12287334593572778,0.22678008821676118,0.15192186515437933
5097,5097. LG사이언스파크 E2동,15860,636,8720,717,0.040100882723833546,0.5498108448928121,0.04520807061790668
3414,3414.종로5가역 4번출구,15845,2547,3197,3488,0.16074471442095298,0.20176711896497318,0.22013253392237297
4792,4792. 퇴계로4가 교차로(중구청),15841,1917,2926,3311,0.12101508743134903,0.18471056120194432,0.20901458241272647
4270,4270. 우국한마음 아파트 맞은편,15839,2279,3063,3632,0.14388534629711472,0.19338342067049688,0.22930740577056632
758,758. 한사랑교회 앞,15815,3391,2100,4483,0.21441669301296237,0.13278533038254822,0.28346506481188743
475,475.DDP 패션몰,15807,885,2321,2289,0.05598785348263428,0.14683368128044538,0.14480926171949138
2737,2737.까치산역 3번 출구,15786,1650,2706,4281,0.10452299505891297,0.17141771189661725,0.2711896617255796
5088,5088. 등촌역 센터스퀘어,15786,1406,2750,4175,0.08906626124414038,0.17420499176485493,0.2644748511339161
1306,1306. 한성대입구역2번출구,15770,1259,2569,4686,0.07983512999365884,0.16290424857324032,0.29714648065948
4004,4004. 당고개입구오거리 당현천변,15763,1732,2425,4283,0.1098775613779103,0.15384127386918733,0.2717122375182389
3203,3203.도림동배드민턴체육관,15762,3970,1960,3616,0.25187158989975894,0.12434970181449055,0.22941251110265196
2605,2605. 복정역 1번 출구 앞,15742,1713,5456,2787,0.10881717697878288,0.3465887434887562,0.177042307203659
6171,6171. 월드빌딩 앞,15730,1502,2753,4236,0.09548633184996821,0.17501589319771138,0.26929434202161473
989,989. 신응교(가좌로) 앞,15728,1931,2369,4829,0.12277466937945065,0.1506230925737538,0.30703204476093593
2115,2115. 관악구시설관리공단,15727,3903,2081,3861,0.24817193361734596,0.13232021364532334,0.24550136707572964
4657,4657. 본 서부병원 교차로 사거리,15719,2325,2888,4105,0.1479101724028246,0.18372670017176665,0.2611489280488581
2710,2710.라이품 공영주차장 앞,15719,3516,2573,3735,0.2236783510401425,0.1636872574591259,0.2376105350213118
1288,1288. 문정중교 사거리,15705,2045,2593,4071,0.13021330786373767,0.16510665393186882,0.25921680993314233
605,605. 신설동역8번출구,15643,2023,3033,3873,0.12932301988109698,0.19388864028639008,0.24758678002940612
1670,1670. 노원경찰서교차로,15622,3195,1871,3122,0.2045192676993983,0.11976699526309051,0.1998463705031366
420,420. 서울시 공공자전거 상암센터,15596,563,2221,7732,0.03609899974352398,0.14240830982303154,0.49576814567837907
355,355. 서울사대부설초등학교 앞,15595,2216,3264,3099,0.14209682590573902,0.20929785187560115,0.19871753767233089
4317,4317. 양재근린공원,15586,2962,2773,3492,0.19004234569485437,0.1779160785320159,0.22404722186577697
557,557. 도선동 주민센터 앞,15573,2922,3185,3333,0.1876324407628588,0.20452064470558018,0.2140242727798112
3907,3907. 신도림7차e편한세상아파트 806동 앞,15572,3328,1851,3914,0.2137169278191626,0.11886719753403545,0.2513485743642435
1003,1003. 해공도서관앞,15571,2519,2440,4254,0.1617750947273778,0.15670156059341084,0.273200179821463
1677,1677. 육군사관학교  앞,15567,1911,3097,4305,0.12275968394681055,0.198946489368536,0.2765465407592985
2431,2431.대치역 7번출구,15567,2133,2594,4596,0.13702062054345732,0.16663454744009765,0.2952399306224706
3788,3788. 정곡나들목,15558,652,1900,6735,0.04190770021853709,0.12212366628101298,0.432896259159275
2537,2537.양재역 8번출구 앞,15542,2113,4321,3454,0.1359541886501094,0.2780208467378716,0.2222365203963454
3550,3550.금호나들목,15531,2116,2299,5641,0.13624364174876055,0.14802652758998133,0.36320906573948875
1929,1929. 고척근린공원 고척도서관 앞,15522,1806,2210,4120,0.11635098569771937,0.1423785594639866,0.26542971266589355
5326,5326. 대진고교앞 교차로,15515,1792,2312,4252,0.11550112794070255,0.14901708024492427,0.27405736384144375
1074,1074.대명초교입구 사거리,15505,2939,1793,4277,0.18955175749758144,0.11564011609158337,0.27584650112866815
6060,6060. 신한은행 본점,15501,1756,4867,2083,0.11328301399909683,0.31397974324237143,0.13437842719824528
4222,4222. 서울디자인고등학교 앞,15492,1927,2776,3979,0.12438678027368964,0.17918925897237284,0.25684224115672605
4381,4381. 더스페이스타워 앞,15486,1435,4177,3589,0.09266434198631021,0.2697274958026605,0.23175771664729433
2054,2054. 삼익아파트,15481,3387,1559,4202,0.21878431625863962,0.10070408888314708,0.2714294942187197
4089,4089. 동부센트레빌 앞,15453,3039,2073,3999,0.19666084255484373,0.13414870898854592,0.25878470199961173
2904,2904.중계3차청구아파트,15449,1082,2304,3958,0.0700368955919477,0.1491358663991197,0.25619781215612664
1440,1440. 면목2동 사거리,15430,2118,2692,4169,0.1372650680492547,0.1744653272845107,0.2701879455605962
1529,1529. 미아동 한국전력공사,15419,1434,3005,3807,0.09300214021661586,0.19488942214151372,0.2469031714118944
320,320. 을지로입구역 4번출구 앞,15406,2166,3684,2298,0.14059457354277555,0.23912761261846033,0.1491626638971829
2821,2821.청구아파트 앞,15370,3648,2243,3442,0.23734547820429408,0.14593363695510736,0.22394274560832791
3879,3879. 중랑천 뚝방길 산책로 입구,15341,3665,2326,4018,0.23890228798644156,0.15161984225278666,0.26191252199986964
2902,2902.공릉풍림아파트 108동,15335,5016,1598,3452,0.3270948809911966,0.1042060645582002,0.22510596674274536
4092,4092. 도봉경찰서 교차로,15333,2048,2211,3514,0.1335681210461097,0.14419878693015065,0.22917889519337378
2066,2066. 양문교회 앞,15323,2451,2075,4167,0.15995562226718005,0.13541734647262285,0.2719441362657443
4601,4601.양평역2번출구 뒤,15303,3317,3253,3453,0.21675488466313794,0.21257269816375873,0.22564203097431876
819,819. 선린인터넷 고등학교,15300,2618,2152,4368,0.1711111111111111,0.14065359477124184,0.28549019607843135
4076,4076. 도봉통합복지센터 뒤 중랑천 변,15300,1309,2178,4604,0.08555555555555555,0.1423529411764706,0.30091503267973857
215,215. 여의도고교 앞,15292,2965,2646,3924,0.19389223123201674,0.1730316505362281,0.2566047606591682
334,334. 종로3가역 2번출구 뒤,15289,1744,3164,3296,0.11406893845248217,0.20694617044934266,0.2155798286349663
3899,3899. 아차산역 2번출구,15288,2170,2387,4702,0.14194139194139194,0.15613553113553114,0.30756148613291473
4181,4181. 보라매공원역 2번출구,15266,2054,2734,4408,0.1345473601467313,0.1790907899908293,0.2887462334599764
700,700. KB국민은행 염창역 지점 앞,15263,1766,2786,4060,0.11570464522046779,0.18253292275437333,0.26600275175260435
838,838. 숙대입구역 4번출구,15260,1784,2718,3913,0.11690694626474443,0.1781127129750983,0.2564220183486238
5075,5075. 등촌역 1번출구,15228,2099,2573,3853,0.1378381928027318,0.16896506435513528,0.2530207512477016
289,289. 대림3동사거리,15207,2685,2470,3568,0.17656342473860723,0.16242519892154927,0.2346287893733149
455,455. 종로6가역 버스정류장(동대문 방향),15205,1721,2740,1651,0.11318645182505754,0.18020388030253207,0.10858270305820454
4711,4711. 올림픽기념 국민생활관 로터리,15196,3668,1809,3395,0.2413793103448276,0.11904448539089234,0.22341405633061331
4512,4512. 목동13_14단지 사거리,15186,2398,2610,3560,0.15790860002634005,0.17186882655077046,0.2344264454102463
2056,2056. 동작구민 체육센터,15180,3564,2394,2866,0.23478260869565218,0.15770750988142293,0.18880105401844532
239,239. 유스호스텔 앞,15134,2838,3574,2647,0.1875247786441126,0.2361569974890974,0.17490418924276463
4167,4167. 구로교 아래,15102,1133,2913,4217,0.07502317573831281,0.19288835915772745,0.2792345384717256
915,915. 증산역 4번출구,15088,2002,2452,3984,0.13268822905620362,0.16251325556733828,0.264050901378579
3984,3984. 가산롯데아이티캐슬,15048,1145,7415,1702,0.07608984582668793,0.4927565124933546,0.11310473152578415
3935,3935. 고대구로병원 앞,15043,1787,3519,2816,0.11879279399056039,0.23392940237984444,0.18719670278534867
1707,1707. 도봉구민회관,15037,1769,2036,3497,0.11764314690430272,0.13539934827425684,0.23255968610760125
3432,3432.종로2가 사거리,15035,1346,3117,3061,0.08952444296641171,0.20731626205520454,0.20359161955437313
4464,4464. 올림픽공원 북2문 A,15033,1343,2885,4763,0.08933679239007516,0.19191112884986364,0.31683629348766046
1685,1685. 불암고등학교 앞 횡단보도,15028,2430,2322,3923,0.16169816342826723,0.1545115783870109,0.2610460473782273
2911,2911.상계역중앙시장,15019,1195,2769,4316,0.07956588321459485,0.1843664691390905,0.28736933217923966
1640,1640. 한내근린공원 북측,15016,1726,2160,4757,0.11494405966968567,0.14384656366542356,0.31679541822056473
1767,1767.방학초등학교 앞,15011,2947,1898,3632,0.19632269668909466,0.1264406102191726,0.2419558990073946
108,108. 서교동 사거리,14995,367,3233,4796,0.024474824941647214,0.21560520173391132,0.31983994664888293
4143,4143.서울동물복지지원센터 동대문,14981,949,3410,3525,0.06334690608103598,0.22762165409518723,0.23529804418930644
1119,1119. 염창동 한마음아파트 앞,14981,2403,2347,4241,0.1604031773579868,0.15666510913824178,0.2830919164274748
4536,4536. 양천해누리체육공원,14957,1474,1482,1957,0.09854917429965902,0.09908404091729625,0.1308417463395066
6054,6054.청구e편한세상아파트 113동 앞,14956,2875,2198,3565,0.19223054292591601,0.146964428991709,0.23836587322813588
5893,5893.한국산업은행,14952,592,7852,1331,0.03959336543606207,0.5251471375066881,0.08901819154628143
3125,3125.연희파크푸르지오아파트 앞,14950,3257,2141,4287,0.21785953177257525,0.1432107023411371,0.28675585284280936
818,818. 숙명여대 입구 교차로,14942,2688,1886,3819,0.17989559630571544,0.1262213893722393,0.2555882746620265
411,411. DMC홍보관,14938,934,5451,2268,0.06252510376221716,0.3649082875887,0.15182755388940955
3121,3121.가좌삼거리,14899,1712,2734,4067,0.11490704074098933,0.18350224847305188,0.2729713403584133
3928,3928.고척아이파크아파트 106동 앞,14899,2033,2569,4446,0.13645211087992482,0.17242767971004766,0.2984092892140412
339,339. 종로4가 사거리,14887,1061,3193,2730,0.07127023577618057,0.21448243433868475,0.18338147376906025
4238,4238. 상암한샘빌딩앞,14883,4076,2733,2468,0.27386951555465966,0.1836323321910905,0.1658267822347645
1227,1227. 거여역 8번출구 뒤,14850,3251,3210,2960,0.21892255892255894,0.21616161616161617,0.19932659932659932
1175,1175. 대한항공 인력개발센터,14828,2496,2690,3226,0.16833018613434045,0.18141354194766657,0.21756137038036147
4965,4965.고덕비즈밸리 쿠쿠강동빌딩,14827,240,4430,4901,0.01618668645039455,0.29877925406353273,0.33054562622243205
4028,4028. 한일유앤아이아파트 105동 인근,14815,2192,2138,4330,0.14795815052311845,0.14431319608504894,0.2922713466081674
336,336. 충무로역 6번출구 앞,14806,2669,2944,2593,0.1802647575307308,0.19883830879373227,0.17513170336350128
2645,2645.잠실나들목2(엘스아파트136동),14794,2224,1980,4917,0.1503312153575774,0.13383804244964176,0.332364472083277
3814,3814. 난곡사거리 ,14791,1237,2205,3909,0.08363193834088296,0.14907714150496923,0.26428233385166655
426,426. 서울신용보증재단,14777,2256,3417,3091,0.15266968938214792,0.23123773431684375,0.20917642281924612
335,335. 종로3가역 15번출구 뒤,14765,1738,3359,2860,0.1177108025736539,0.22749746020995598,0.19370132069082288
3763,3763. 등촌태영아파트,14743,3034,3271,3319,0.20579257952926813,0.2218680051549888,0.22512378756019805
513,513. 뚝섬역 5번 출구 정류소 옆,14739,1904,3790,2567,0.12918108419838523,0.2571409186511975,0.17416378316032297
314,314. 국립현대미술관,14738,1058,2982,4377,0.07178721671868639,0.20233410232053195,0.29698737956303434
1407,1407. 먹골역 1번출구 뒤,14727,1645,2348,3914,0.11169959937529707,0.15943505126638147,0.26577035377198344
3408,3408.종로타워빌딩,14681,1547,3778,2291,0.10537429330427082,0.2573394182957564,0.1560520400517676
