대여소번호,대여소명,건수통일_클러스터,비중통일_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"1729","1729. 도봉한신아파트 버스정류장",Group 1,Group 3,13121,1273,1994,3837,9.70%,15.20%,29.24%
"359","359. 원남동사거리",Group 1,Group 1,13118,1200,2840,2743,9.15%,21.65%,20.91%
"1814","1814. 두산위브아파트 옆 상가건물 앞",Group 1,Group 4,13116,3963,1631,2941,30.22%,12.44%,22.42%
"1318","1318. 길음역 3번출구 뒤",Group 1,Group 3,13093,1235,2513,3422,9.43%,19.19%,26.14%
"4077","4077. 도봉제1교",Group 1,Group 3,13076,1145,1747,4748,8.76%,13.36%,36.31%
"150","150. 서강대역 2번출구 앞",Group 1,Group 1,13064,1937,2064,3555,14.83%,15.80%,27.21%
"1277","1277. 성내7교",Group 1,Group 1,13060,2672,1594,3201,20.46%,12.21%,24.51%
"143","143. 공덕역 2번출구",Group 1,Group 1,13057,2008,3289,2846,15.38%,25.19%,21.80%
"3220","3220.래미안에스티움 앞 (신풍로)",Group 1,Group 1,13054,2714,1751,3372,20.79%,13.41%,25.83%
"3873","3873. 동서울우편집중국 앞",Group 1,Group 1,13036,1643,2292,2885,12.60%,17.58%,22.13%
"4011","4011. 월계 센트럴 아이파크",Group 1,Group 3,13009,938,2363,3108,7.21%,18.16%,23.89%
"3102","3102. 연희삼거리",Group 1,Group 1,12997,2250,1705,3769,17.31%,13.12%,29.00%
"3641","3641. 대청역",Group 1,Group 1,12978,2162,3561,2620,16.66%,27.44%,20.19%
"674","674.고대앞사거리 교통섬",Group 1,Group 3,12977,1051,2464,2997,8.10%,18.99%,23.09%
"908","908. 구산역 4번출구",Group 1,Group 3,12977,1551,2077,3843,11.95%,16.01%,29.61%
"2703","2703.서울도시가스 앞",Group 1,Group 1,12969,1531,2570,3512,11.81%,19.82%,27.08%
"2408","2408. 강남한양수자인아파트",Group 1,Group 1,12957,2761,1822,3343,21.31%,14.06%,25.80%
"1444","1444. 면목4치안센터",Group 1,Group 1,12937,2873,1511,3385,22.21%,11.68%,26.17%
"3411","3411.종묘",Group 1,Group 1,12914,1838,2441,2166,14.23%,18.90%,16.77%
"1805","1805. 서울디지털운동장 앞",Group 1,Group 1,12908,2684,3609,1889,20.79%,27.96%,14.63%
"241","241. 신길우성1차아파트 앞 공원",Group 1,Group 4,12907,3505,1268,3127,27.16%,9.82%,24.23%
"1375","1375. 생명의 전화 종합복지관 앞 교차로",Group 1,Group 1,12903,3092,2008,2676,23.96%,15.56%,20.74%
"2917","2917.신창중학교 후문 맞은편 버스정류장",Group 1,Group 1,12902,1837,1435,3428,14.24%,11.12%,26.57%
"389","389. 을지로4가역 1번출구",Group 1,Group 1,12895,2506,3019,2218,19.43%,23.41%,17.20%
"1809","1809. LG전자 별관동(호서대 벤처타워 맞은편)",Group 1,Group 2,12884,1194,5867,1085,9.27%,45.54%,8.42%
"2303","2303. 논현역 10번출구",Group 1,Group 1,12864,1860,2918,2902,14.46%,22.68%,22.56%
"1271","1271. 송파도서관",Group 1,Group 3,12839,908,2468,3740,7.07%,19.22%,29.13%
"3818","3818. 은천교회 앞",Group 1,Group 1,12836,3050,1541,3590,23.76%,12.01%,27.97%
"958","958. 본 서부병원 버스정류장(은평 세무서 방면)",Group 1,Group 1,12835,1925,1926,3258,15.00%,15.01%,25.38%
"5760","5760. 풍납사거리 성내유수지",Group 1,Group 1,12833,1426,2687,3499,11.11%,20.94%,27.27%
"2189","2189. 봉천역 4번출구",Group 1,Group 3,12827,699,2490,3418,5.45%,19.41%,26.65%
"1808","1808. 에이스하이엔드타워8차 앞",Group 1,Group 2,12823,386,6755,1327,3.01%,52.68%,10.35%
"2540","2540.반포천 앞",Group 1,Group 1,12790,1843,2792,2949,14.41%,21.83%,23.06%
"3987","3987. LG전자가산A와 가산테라타워 사이",Group 1,Group 4,12775,4600,1887,2347,36.01%,14.77%,18.37%
"4873","4873. 개롱역사거리 2번 출구",Group 1,Group 1,12773,2079,2460,3067,16.28%,19.26%,24.01%
"1431","1431. 중랑구청 사거리",Group 1,Group 3,12763,805,2424,3502,6.31%,18.99%,27.44%
"800","800. 목월공원 앞",Group 1,Group 1,12747,2534,2361,3408,19.88%,18.52%,26.74%
"3221","3221.서울특별시 남부교육지원청",Group 1,Group 1,12732,2228,2766,2489,17.50%,21.72%,19.55%
"5341","5341.공릉동효성아파트 앞",Group 1,Group 1,12728,1905,1466,3473,14.97%,11.52%,27.29%
"2221","2221. 방일초교 마을버스 정류장",Group 1,Group 1,12727,1311,2746,3324,10.30%,21.58%,26.12%
"4139","4139. 답십리 사거리",Group 1,Group 1,12724,2281,1520,3323,17.93%,11.95%,26.12%
"3908","3908. 오류동 다숲오피스텔 앞",Group 1,Group 1,12723,2574,1564,3393,20.23%,12.29%,26.67%
"3212","3212.신풍역 6번출구",Group 1,Group 1,12711,2051,1764,3088,16.14%,13.88%,24.29%
"1473","1473.중랑역 1번 출구(중화문화복지센터)",Group 1,Group 1,12706,2165,2570,2992,17.04%,20.23%,23.55%
"4074","4074. 도봉구육아종합지원센터(창동)",Group 1,Group 1,12706,2862,1629,3284,22.52%,12.82%,25.85%
"4005","4005. 중계2차 한화꿈에그린 101동 인근",Group 1,Group 3,12692,1110,2255,3632,8.75%,17.77%,28.62%
"1186","1186. 송정중학교",Group 1,Group 1,12691,3035,1842,2840,23.91%,14.51%,22.38%
"4078","4078. 원당공원 앞",Group 1,Group 1,12676,2432,1777,3219,19.19%,14.02%,25.39%
"199","199. 서울 월드컵 경기장",Group 1,Group 3,12670,1101,1899,4345,8.69%,14.99%,34.29%
"472","472.삼일교(시그니쳐 타워)",Group 1,Group 2,12654,1373,4020,1173,10.85%,31.77%,9.27%
"806","806. 전자랜드 본관 앞",Group 1,Group 1,12653,1952,2849,2738,15.43%,22.52%,21.64%
"4411","4411. 동산어린이공원 앞",Group 1,Group 1,12632,2879,2448,2241,22.79%,19.38%,17.74%
"736","736. 오솔길공원",Group 1,Group 1,12607,2951,1806,3066,23.41%,14.33%,24.32%
"2523","2523.뉴코아 킴스클럽 앞",Group 1,Group 3,12604,1516,1928,4101,12.03%,15.30%,32.54%
"1965","1965. 삼환로즈빌아파트 105동 옆",Group 1,Group 1,12586,1743,1988,3473,13.85%,15.80%,27.59%
"1085","1085.래미안 솔베뉴(고덕로)",Group 1,Group 1,12581,1930,2183,3064,15.34%,17.35%,24.35%
"5877","5877. 문래동 꽃밭정원",Group 1,Group 1,12558,1688,2597,3370,13.44%,20.68%,26.84%
"4620","4620. 삼각지역 14번 출구 앞(교통섬)",Group 1,Group 1,12552,1644,2018,3389,13.10%,16.08%,27.00%
"242","242. 신길선원가와인아파트 앞",Group 1,Group 1,12548,2009,1952,3492,16.01%,15.56%,27.83%
"1937","1937. 한진아파트 입구",Group 1,Group 1,12538,2305,1495,3235,18.38%,11.92%,25.80%
"3508","3508. 화양사거리",Group 1,Group 1,12538,2203,3313,2514,17.57%,26.42%,20.05%
"3515","3515. 서울숲 관리사무소",Group 1,Group 3,12492,339,2086,5298,2.71%,16.70%,42.41%
"1408","1408. 먹골역 6번출구 앞",Group 1,Group 1,12483,1702,2011,3211,13.63%,16.11%,25.72%
"354","354. 포르투갈 대사관 앞",Group 1,Group 1,12475,1573,2359,2832,12.61%,18.91%,22.70%
"5332","5332. 마들역 4번출구",Group 1,Group 1,12455,2202,1780,3137,17.68%,14.29%,25.19%
"1941","1941. 오류동역 2번출구",Group 1,Group 1,12450,2437,2347,2865,19.57%,18.85%,23.01%
"249","249. 여의도중학교 옆",Group 1,Group 3,12449,842,2125,5076,6.76%,17.07%,40.77%
"1070","1070.(시립)고덕평생학습관",Group 1,Group 3,12432,1071,2058,3087,8.61%,16.55%,24.83%
"932","932. 예일여중",Group 1,Group 3,12420,923,1952,3550,7.43%,15.72%,28.58%
"1127","1127. 화곡역 버스정류장",Group 1,Group 1,12410,1473,2237,3137,11.87%,18.03%,25.28%
"1171","1171. 염창동 새마을금고 건너편",Group 1,Group 1,12401,2494,1488,3054,20.11%,12.00%,24.63%
"4558","4558. 대영중고 후문",Group 1,Group 1,12390,2723,1554,2711,21.98%,12.54%,21.88%
"2376","2376. 수서역 7번출구 앞",Group 1,Group 2,12379,1373,4202,2622,11.09%,33.94%,21.18%
"450","450. 효자동 삼거리",Group 1,Group 1,12377,2431,1996,3468,19.64%,16.13%,28.02%
"4823","4823. 방정환교육지원센터 옆",Group 1,Group 3,12377,1418,1815,3365,11.46%,14.66%,27.19%
"511","511. 서울숲역 5번 출구 옆",Group 1,Group 1,12375,1857,2830,3207,15.01%,22.87%,25.92%
"1430","1430. 중랑구청",Group 1,Group 1,12360,1497,2749,2662,12.11%,22.24%,21.54%
"1461","1461.동양엔파트 앞",Group 1,Group 3,12358,698,2571,3322,5.65%,20.80%,26.88%
"1061","1061. 천호초교 입구 사거리(일주빌딩)",Group 1,Group 1,12353,2261,1910,3250,18.30%,15.46%,26.31%
"2213","2213. 고속터미널역 5번출구 앞",Group 1,Group 1,12353,2395,2913,2737,19.39%,23.58%,22.16%
"622","622. 전농사거리 교통섬",Group 1,Group 1,12344,1592,1694,3301,12.90%,13.72%,26.74%
"5098","5098. LG사이언스파크 W4동",Group 1,Group 4,12338,5138,3285,837,41.64%,26.63%,6.78%
"544","544. 광남중학교",Group 1,Group 1,12333,2458,1374,4276,19.93%,11.14%,34.67%
"1373","1373. 성북구보건소 건너편",Group 1,Group 1,12315,2514,2163,3094,20.41%,17.56%,25.12%
"495","495.염리초등학교 앞",Group 1,Group 1,12314,1640,2862,2562,13.32%,23.24%,20.81%
"4539","4539. 목동7단지아파트 A상가",Group 1,Group 1,12314,1480,2382,3126,12.02%,19.34%,25.39%
"185","185. 마포 신수공원 앞",Group 1,Group 1,12295,2009,1424,4007,16.34%,11.58%,32.59%
"2644","2644. 성내5교",Group 1,Group 1,12287,2255,1756,3255,18.35%,14.29%,26.49%
"2003","2003. 사육신공원앞",Group 1,Group 3,12279,1224,1823,3701,9.97%,14.85%,30.14%
"4507","4507. 신정제일시장",Group 1,Group 1,12278,1919,2250,3266,15.63%,18.33%,26.60%
"175","175. 홍연2교옆",Group 1,Group 1,12266,2543,1676,3405,20.73%,13.66%,27.76%
"1286","1286. 위례중앙푸르지오 1단지 앞",Group 1,Group 3,12255,1335,1687,3431,10.89%,13.77%,28.00%
"1268","1268. 몽촌토성역 1번출구 옆",Group 1,Group 3,12250,1482,2223,4234,12.10%,18.15%,34.56%
"2077","2077.노들역 3번출구",Group 1,Group 1,12249,2646,1629,3707,21.60%,13.30%,30.26%
"832","832. 이촌1동 주민센터 뒤",Group 1,Group 1,12244,1942,2269,3359,15.86%,18.53%,27.43%
"5761","5761. 버섯분수대",Group 1,Group 1,12230,1613,2262,3003,13.19%,18.50%,24.55%
"401","401. 상암월드컵파크 10단지 앞",Group 1,Group 1,12226,2721,1568,3083,22.26%,12.83%,25.22%
"1765","1765.쌍문역 1번출구 주변",Group 1,Group 3,12226,831,2434,3334,6.80%,19.91%,27.27%
"2411","2411. 세곡동 성당",Group 1,Group 1,12222,2201,1731,3448,18.01%,14.16%,28.21%
"4016","4016. 노원 마들스타디움",Group 1,Group 1,12221,1476,1641,2840,12.08%,13.43%,23.24%
"348","348. 독립문역 사거리",Group 1,Group 4,12220,3330,1251,2622,27.25%,10.24%,21.46%
"846","846. 용산중학교",Group 1,Group 1,12192,1764,1756,3330,14.47%,14.40%,27.31%
"2372","2372. 대치역 사거리",Group 1,Group 1,12182,1595,2473,3497,13.09%,20.30%,28.71%
"3969","3969. 독산역 롯데캐슬 104동 앞",Group 1,Group 1,12164,2873,1531,3056,23.62%,12.59%,25.12%
"248","248. 초원아파트 앞",Group 1,Group 3,12146,889,2934,4457,7.32%,24.16%,36.70%
"5059","5059. 화곡2동주민센터",Group 1,Group 4,12136,3059,1517,3114,25.21%,12.50%,25.66%
"2103","2103. 신림동 우방아파트",Group 1,Group 1,12134,2627,1780,3450,21.65%,14.67%,28.43%
"4659","4659. 신진과학기술고등학교 버스정류장(응암시장 방면)",Group 1,Group 4,12123,3127,1369,2978,25.79%,11.29%,24.56%
"837","837. 한남나들목 입구",Group 1,Group 3,12118,1028,2255,4093,8.48%,18.61%,33.78%
"579","579. 마장역 4번출구",Group 1,Group 1,12117,1541,1763,2801,12.72%,14.55%,23.12%
"403","403. 부엉이공원 앞",Group 1,Group 1,12112,2214,2118,2753,18.28%,17.49%,22.73%
"2503","2503. 반포1동 서초빌딩 앞",Group 1,Group 1,12111,2071,2585,2667,17.10%,21.34%,22.02%
"1079","1079.강일동입구교차로",Group 1,Group 4,12108,3091,1699,3028,25.53%,14.03%,25.01%
"1027","1027. 프라자 아파트 앞",Group 1,Group 1,12096,2869,1459,3086,23.72%,12.06%,25.51%
"4886","4886. 배명고등학교 건너편",Group 1,Group 1,12095,2772,1574,2964,22.92%,13.01%,24.51%
"2033","2033. 사당동 아르테스 웨딩앞",Group 1,Group 1,12094,1736,1830,3068,14.35%,15.13%,25.37%
"307","307. 서울역사박물관 앞",Group 1,Group 1,12092,1224,3123,2275,10.12%,25.83%,18.81%
"4042","4042. 상계문화정보도서관",Group 1,Group 3,12089,1015,2589,3190,8.40%,21.42%,26.39%
"835","835. 남영역 건너편",Group 1,Group 1,12073,1537,2267,2925,12.73%,18.78%,24.23%
"3683","3683. KT&G강동지사",Group 1,Group 1,12046,1935,2089,2990,16.06%,17.34%,24.82%
"2387","2387. 래미안강남힐즈 사거리",Group 1,Group 1,12037,1590,1814,3294,13.21%,15.07%,27.37%
"4828","4828. 신내동 한살림 중랑지구 앞",Group 1,Group 4,12029,2958,1558,2923,24.59%,12.95%,24.30%
"2277","2277. 길마중4교 하부",Group 1,Group 1,12019,1774,2096,3075,14.76%,17.44%,25.58%
"4303","4303. 매헌역 2번출구앞광역버스 정류장앞(22-297)",Group 1,Group 1,12014,2370,2752,2097,19.73%,22.91%,17.45%
"2185","2185. 대학동 고시촌",Group 1,Group 1,11997,1721,1607,3477,14.35%,13.40%,28.98%
"3989","3989.가산디지털단지역 9번출구 앞",Group 1,Group 4,11985,3565,3024,1361,29.75%,25.23%,11.36%
"4255","4255. 래미안 루센티아 아파트 108동 앞",Group 1,Group 1,11979,2194,1454,3335,18.32%,12.14%,27.84%
"2538","2538.사평리근린공원",Group 1,Group 3,11950,1259,2276,3861,10.54%,19.05%,32.31%
"1709","1709. 쌍문역4번출구 주변",Group 1,Group 1,11945,1056,3437,2681,8.84%,28.77%,22.44%
"4880","4880. 송파청소년센터",Group 1,Group 4,11932,3060,1418,2804,25.65%,11.88%,23.50%
"4618","4618. 풍전아파트 건너편",Group 1,Group 1,11913,1748,3725,2108,14.67%,31.27%,17.69%
"2195","2195.은천교회",Group 1,Group 1,11899,2593,1375,3348,21.79%,11.56%,28.14%
"510","510. 뚝도아리수정수센터 버스정류소 옆",Group 1,Group 3,11830,592,2397,4582,5.00%,20.26%,38.73%
"502","502. 자양(뚝섬한강공원)역 1번출구 앞",Group 2,Group 3,88882,10099,17484,28850,11.36%,19.67%,32.46%
"2622","2622. 올림픽공원역 3번출구",Group 2,Group 3,79556,10549,16141,24539,13.26%,20.29%,30.84%
"2608","2608. 송파구청",Group 2,Group 3,79455,8444,18790,22675,10.63%,23.65%,28.54%
"1124","1124. 발산역 6번 출구 뒤",Group 2,Group 1,72977,8440,16093,18731,11.57%,22.05%,25.67%
"1911","1911. 구로디지털단지역 앞",Group 2,Group 1,70484,12588,17379,15256,17.86%,24.66%,21.64%
"792","792.목동트라팰리스 웨스턴에비뉴",Group 2,Group 3,70074,2476,14179,20140,3.53%,20.23%,28.74%
"769","769.CBS방송국 앞",Group 2,Group 3,69556,3096,17054,21890,4.45%,24.52%,31.47%
"4217","4217. 한강공원 망원나들목",Group 2,Group 3,69466,3393,9963,27361,4.88%,14.34%,39.39%
"3533","3533. 건대입구역 사거리(롯데백화점)",Group 2,Group 3,68937,6295,13138,20609,9.13%,19.06%,29.90%
"247","247. 당산역 10번출구 앞",Group 2,Group 1,67725,9277,16523,16637,13.70%,24.40%,24.57%
"4870","4870. 몽촌토성역 3번 출구",Group 2,Group 3,67510,7593,13225,18680,11.25%,19.59%,27.67%
"272","272. 당산육갑문",Group 2,Group 3,67379,6341,13233,21863,9.41%,19.64%,32.45%
"1160","1160. 양천향교역 7번출구앞",Group 2,Group 1,67279,11227,13835,14595,16.69%,20.56%,21.69%
"1166","1166. 강서구립등빛도서관",Group 2,Group 1,67255,14860,10681,16184,22.10%,15.88%,24.06%
"3939","3939.신도림역 3번출구",Group 2,Group 1,67072,7366,20285,16485,10.98%,30.24%,24.58%
"5052","5052. 마곡역 7번출구",Group 2,Group 1,66948,13873,17656,12349,20.72%,26.37%,18.45%
"765","765. 오목교역 3번출구",Group 2,Group 3,66480,5130,13856,19363,7.72%,20.84%,29.13%
"4565","4565. 영등포 신세계백화점",Group 2,Group 3,66307,3349,15664,22244,5.05%,23.62%,33.55%
"2102","2102. 봉림교 교통섬",Group 2,Group 3,65867,4385,11018,20677,6.66%,16.73%,31.39%
"5768","5768.방이삼거리",Group 2,Group 3,64144,6650,11209,17926,10.37%,17.47%,27.95%
"2733","2733.마곡13단지 정문 앞",Group 2,Group 4,63937,19670,7147,14560,30.76%,11.18%,22.77%
"3798","3798. 그랜드아이파크아파트 앞",Group 2,Group 4,63748,17251,9914,14419,27.06%,15.55%,22.62%
"583","583. 청계천 생태교실 앞",Group 2,Group 3,62641,5237,10310,22958,8.36%,16.46%,36.65%
"2721","2721.등촌1-10단지 교차로",Group 2,Group 4,62188,15675,13075,11807,25.21%,21.02%,18.99%
"5891","5891.한강버스 여의도 선착장",Group 2,Group 3,61488,837,10765,26264,1.36%,17.51%,42.71%
"5082","5082. 가양역 7번출구",Group 2,Group 1,61448,8444,15373,13459,13.74%,25.02%,21.90%
"2620","2620. 송파나루역 4번 출구옆",Group 2,Group 1,61183,8321,10639,17390,13.60%,17.39%,28.42%
"529","529. 장한평역 8번 출구 앞",Group 2,Group 4,60925,15391,13523,10446,25.26%,22.20%,17.15%
"1050","1050.  둔촌역 3번 출입구",Group 2,Group 1,60119,8242,10510,15189,13.71%,17.48%,25.26%
"113","113. 홍대입구역 2번출구 앞",Group 2,Group 1,59869,7195,16839,13647,12.02%,28.13%,22.79%
"1906","1906. 신도림역 1번 출구 앞",Group 2,Group 1,59498,13084,15252,13357,21.99%,25.63%,22.45%
"1151","1151. 마곡역1번출구",Group 2,Group 1,59399,10580,14417,12449,17.81%,24.27%,20.96%
"5858","5858. 영등포역5번출구",Group 2,Group 1,59215,11977,9522,15584,20.23%,16.08%,26.32%
"3534","3534. 건대입구역 5번출구 뒤",Group 2,Group 3,58808,6405,10722,15939,10.89%,18.23%,27.10%
"5153","5153.한강버스 뚝섬 선착장",Group 2,Group 3,58351,1188,10327,23905,2.04%,17.70%,40.97%
"508","508. 성수아카데미타워 앞",Group 2,Group 4,57587,14798,14242,9182,25.70%,24.73%,15.94%
"1009","1009. 천호역4번출구(현대백화점)",Group 2,Group 3,57506,4566,14003,16393,7.94%,24.35%,28.51%
"1867","1867.대륭포스트타워6차 앞",Group 2,Group 2,56544,10846,20542,7516,19.18%,36.33%,13.29%
"2717","2717.LG유플러스 마곡사옥",Group 2,Group 2,56514,4110,27175,4611,7.27%,48.09%,8.16%
"1222","1222. 잠실새내역 5번 출구 뒤",Group 2,Group 3,55811,5087,10775,15798,9.11%,19.31%,28.31%
"781","781.신정보도육교 아래",Group 2,Group 4,55742,15176,7785,13542,27.23%,13.97%,24.29%
"3518","3518. 군자역 7번출구뒤",Group 2,Group 1,55695,10080,11586,12530,18.10%,20.80%,22.50%
"1625","1625. 상계역 3번출구",Group 2,Group 1,55091,8151,9421,13974,14.80%,17.10%,25.37%
"4574","4574. 영등포시장역 포레나영등포",Group 2,Group 1,54936,9107,11367,13210,16.58%,20.69%,24.05%
"1112","1112. 마곡엠밸리4단지 정문",Group 2,Group 1,54666,7179,11168,13018,13.13%,20.43%,23.81%
"1152","1152. 마곡역교차로",Group 2,Group 1,54446,7831,14814,10355,14.38%,27.21%,19.02%
"4543","4543. 오목교역 6번 출구",Group 2,Group 1,53602,6509,12880,13489,12.14%,24.03%,25.17%
"2739","2739.수명산파크1단지교차로",Group 2,Group 4,53373,15205,6973,11926,28.49%,13.06%,22.34%
"4457","4457. 아산병원 기숙사 부근",Group 2,Group 1,53097,3544,15640,8567,6.67%,29.46%,16.13%
"726","726. 목동3단지 시내버스정류장",Group 2,Group 1,52964,11717,7617,13247,22.12%,14.38%,25.01%
"585","585. 성수2가1동 공영주차장 인근",Group 2,Group 1,52416,8506,9680,14369,16.23%,18.47%,27.41%
"797","797.목동아파트 1422동 1434동 사잇길",Group 2,Group 1,52209,11270,8009,13515,21.59%,15.34%,25.89%
"708","708. 서울출입국관리사무소 앞",Group 2,Group 1,52154,7270,10462,12530,13.94%,20.06%,24.03%
"5784","5784.한강버스 잠실 선착장",Group 2,Group 3,51916,1625,7522,24040,3.13%,14.49%,46.31%
"1019","1019. 다성이즈빌아파트(호원대 대각선 맞은편)",Group 2,Group 1,51646,10806,8355,12228,20.92%,16.18%,23.68%
"3569","3569.건대병원후문",Group 2,Group 1,51584,7456,9348,11168,14.45%,18.12%,21.65%
"4571","4571. 문래동롯데캐슬아파트",Group 2,Group 4,51277,12442,9487,11654,24.26%,18.50%,22.73%
"1158","1158. 가양역 8번출구",Group 2,Group 1,51228,7541,11021,11453,14.72%,21.51%,22.36%
"1190","1190. 마곡역 교차로(2번출구)",Group 2,Group 1,51145,6189,13143,11983,12.10%,25.70%,23.43%
"770","770.목동역5번출구",Group 2,Group 1,50444,7563,11630,9877,14.99%,23.06%,19.58%
"1078","1078.둔촌사거리",Group 2,Group 3,49945,7191,7127,15458,14.40%,14.27%,30.95%
"5781","5781. 올림픽공원 수영장",Group 2,Group 1,49519,7562,6366,11436,15.27%,12.86%,23.09%
"4561","4561. 양평역 1번출구",Group 2,Group 4,49418,12586,10463,9897,25.47%,21.17%,20.03%
"3780","3780. 등촌서광아파트",Group 2,Group 1,49309,11197,7758,11903,22.71%,15.73%,24.14%
"240","240. 문래역 4번출구 앞",Group 2,Group 1,48986,10085,10930,10452,20.59%,22.31%,21.34%
"1020","1020. 강동경찰서",Group 2,Group 1,48978,9883,7768,9830,20.18%,15.86%,20.07%
"1925","1925. 동양미래대학교 정문 옆",Group 2,Group 1,48965,6598,7521,13120,13.47%,15.36%,26.79%
"5651","5651.한강버스 옥수 선착장",Group 2,Group 3,48408,1843,9067,19084,3.81%,18.73%,39.42%
"1167","1167. 마곡수명산파크3단지 교차로",Group 2,Group 4,48269,11927,7364,11482,24.71%,15.26%,23.79%
"1601","1601. 석계역 문화광장 내 자전거 보관소",Group 2,Group 1,48192,4709,10508,11461,9.77%,21.80%,23.78%
"3681","3681. 길동 마루빌딩",Group 2,Group 1,48138,5784,8213,13375,12.02%,17.06%,27.78%
"207","207. 여의나루역 1번출구 앞",Group 2,Group 3,47872,4473,11375,15189,9.34%,23.76%,31.73%
