대여소번호,대여소명,전체 이용건수,평일출근이용건수,평일퇴근이용건수,주말이용건수,평일출근비중,평일퇴근비중,주말비중,군집_이용건수,군집_이용비중,위도,경도
2646,2646.레이크펠리스101동앞,43374,5874,6531,12555,0.1354267533545442,0.1505740766357725,0.2894591229768986,2,3,37.50775909,127.09129333
1985,1985. 구로도서관,43317,7373,6960,10797,0.1702103100399381,0.1606759470877484,0.2492554886072442,2,0,37.49851608,126.89199066
779,779. 신정1동 주민센터 앞,43270,6530,7640,11639,0.1509128726600416,0.1765657499422232,0.2689854402588398,2,3,37.51854324,126.85388184
1182,1182. KBS 스포츠월드,43259,9550,7102,8005,0.2207633093691486,0.1641739291245752,0.1850481980628308,2,0,37.55687714,126.84880829
3219,3219.영등포역 1번출구,43185,7528,9706,11046,0.1743197869630658,0.2247539654972791,0.2557832580757207,2,1,37.5148468,126.9077301
217,217. NH농협은행 앞,43039,4786,15917,5461,0.1112014684356049,0.3698273658774599,0.1268849183298868,2,2,37.52207947,126.93036652
1637,1637. KT 전화국 버스정류장 옆,42925,2563,9189,12266,0.0597087944088526,0.2140710541642399,0.2857542224810716,2,3,37.65470123,127.06340027
4452,4452. 삼성SDS,42597,2807,17845,6137,0.0658966593891588,0.4189262154611827,0.1440711787215062,2,2,37.51633835,127.09985352
703,703. 오목교역 7번출구 앞,42528,5887,10858,9724,0.1384264484574868,0.2553141459744169,0.2286493604213694,2,1,37.52362823,126.87524414
3881,3881. 신자초교입구 교차로,42468,9598,5263,11300,0.2260054629367994,0.1239286050673448,0.2660826975605161,2,0,37.53298569,127.07579041
1024,1024.  강동구청 앞,42209,5775,9272,9592,0.1368191617901395,0.219668791016134,0.2272501125352413,2,1,37.52929688,127.12315369
5080,5080. 가양역 1번출구,42174,7507,9036,9268,0.1780006639161568,0.2142552283397353,0.219756247925262,2,1,37.56250763,126.85275269
431,431. 청계천 영도교,42101,6271,5941,10367,0.1489513313222963,0.1411130376950666,0.2462411819196693,2,3,37.5710144,127.01974487
2136,2136. 신림역 8번출구,41976,3443,6650,12118,0.0820230607966457,0.1584238612540499,0.2886887745378311,2,3,37.48450851,126.93006897
1209,1209. 잠실나루역 (2번 출구 쪽),41960,8354,10266,8895,0.1990943755958055,0.2446615824594852,0.2119876072449952,2,1,37.52045059,127.10420227
5074,"5074. 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",41860,6235,8619,8440,0.1489488772097467,0.2059006211180124,0.2016244624940277,2,1,37.55823517,126.82575989
4233,4233. 코오롱아파트사거리,41838,6612,6849,11499,0.1580381471389645,0.1637028538649075,0.2748458339308762,2,3,37.56303787,126.9214325
