대여소번호,대여소명,전체 이용건수,평일 출근시간 이용건수(7-9시),평일출근비중(%),평일 퇴근시간 이용건수(17-19시),평일퇴근비중(%),주말 이용건수,주말이용비중(%)
"314","314. 국립현대미술관",14738,1058,7.18%,2982,20.23%,4377,29.70%
"1407","1407. 먹골역 1번출구 뒤",14727,1645,11.17%,2348,15.94%,3914,26.58%
"3408","3408.종로타워빌딩",14681,1547,10.54%,3778,25.73%,2291,15.61%
"148","148. 용강동 주민센터 앞",14658,3192,21.78%,2084,14.22%,4307,29.38%
"453","453. 종로오가 지하쇼핑센터 14번출구",14658,1655,11.29%,2982,20.34%,3142,21.44%
"5508","5508. 성산유수지공원",14654,2203,15.03%,2219,15.14%,4276,29.18%
"2177","2177. 신대방역 2번 출구",14652,1748,11.93%,2794,19.07%,4149,28.32%
"2070","2070. 노량진역 2번 출구 앞",14628,1035,7.08%,2732,18.68%,4753,32.49%
"2375","2375. 수서역 1번출구 앞",14610,2520,17.25%,3708,25.38%,2877,19.69%
"4272","4272. 홍남교 사거리",14601,2669,18.28%,2154,14.75%,4117,28.20%
"2106","2106. 세이브마트",14588,2095,14.36%,1705,11.69%,3752,25.72%
"2413","2413.도곡역 1번 출구",14580,2013,13.81%,2784,19.09%,4047,27.76%
"4872","4872. 개롱역 3번 출구 뒤",14543,1608,11.06%,2568,17.66%,3947,27.14%
"4090","4090. 녹천교 앞 사거리",14541,2058,14.15%,2218,15.25%,4257,29.28%
"407","407. 마포구 육아종합지원센터",14526,1905,13.11%,2731,18.80%,2851,19.63%
"367","367. 독립문역 3-1번출구",14510,6354,43.79%,1788,12.32%,2681,18.48%
"1627","1627. 수락산역 4번출구",14492,1653,11.41%,3160,21.81%,3693,25.48%
"2187","2187. 현대시장사거리",14485,2410,16.64%,1937,13.37%,3860,26.65%
"2169","2169. 봉천역 2번출구",14456,1569,10.85%,2308,15.97%,3790,26.22%
"1665","1665. 양지근린공원앞",14452,1854,12.83%,2040,14.12%,3990,27.61%
"356","356. KT혜화지사 앞",14444,2055,14.23%,2641,18.28%,3090,21.39%
"1411","1411. 상봉시장앞 교차로 한성빌딩 앞",14438,1629,11.28%,1927,13.35%,4000,27.70%
"2515","2515.서초초등학교 후문",14438,929,6.43%,3796,26.29%,3546,24.56%
"2709","2709.강변아파트 310동 앞",14432,2349,16.28%,1899,13.16%,4568,31.65%
"4957","4957. 신명초교 교차로",14407,2925,20.30%,1824,12.66%,3901,27.08%
"124","124. 서강대 정문 건너편",14395,1308,9.09%,2437,16.93%,4045,28.10%
"610","610. 동대문중 교차로",14388,3311,23.01%,2093,14.55%,3441,23.92%
"3507","3507. 어린이회관",14377,2950,20.52%,1821,12.67%,3291,22.89%
"4267","4267. 서대문역 2번 출구",14367,2197,15.29%,2785,19.38%,3425,23.84%
"3614","3614. 은마아파트 입구 사거리",14334,1183,8.25%,2602,18.15%,3925,27.38%
"5895","5895.생각공장당산",14326,1691,11.80%,3869,27.01%,2460,17.17%
"844","844. 이촌2동 동원베네스트 아파트 앞",14322,3101,21.65%,1921,13.41%,3750,26.18%
"3640","3640. 일원1동주민센터앞 사거리",14295,2405,16.82%,3560,24.90%,2604,18.22%
"627","627. 장안동삼거리 교통섬",14280,2066,14.47%,1948,13.64%,3875,27.14%
"1834","1834. 월드메르디앙 벤처센터 2차",14257,658,4.62%,7093,49.75%,2166,15.19%
"4460","4460. 올림픽훼미리아파트 112동 앞",14246,2656,18.64%,3737,26.23%,2788,19.57%
"2648","2648.헬리오시티 112동 앞",14219,2663,18.73%,1963,13.81%,4265,30.00%
"340","340. 혜화동 로터리",14217,2041,14.36%,2331,16.40%,3611,25.40%
"3684","3684. 고덕자이(105동 앞)",14207,2622,18.46%,1672,11.77%,3902,27.47%
"1749","1749. ESA아파트 상가 앞",14198,1102,7.76%,2032,14.31%,3986,28.07%
"4819","4819. 면목동 새싹어린이공원 앞",14193,3058,21.55%,1741,12.27%,3743,26.37%
"327","327. 낙원상가 옆",14190,2047,14.43%,2835,19.98%,3187,22.46%
"2711","2711.가로공원공영주차장 1번 출구",14186,2835,19.98%,1686,11.88%,3762,26.52%
"3699","3699. 상일파출소 옆",14185,2309,16.28%,2693,18.98%,3233,22.79%
"815","815. LIG강촌아파트 103동앞",14162,1614,11.40%,2394,16.90%,4331,30.58%
"711","711. 신일해피트리아파트 앞",14135,3494,24.72%,1966,13.91%,3296,23.32%
"343","343. 힐스테이트창경궁 아파트 앞",14130,2464,17.44%,2988,21.15%,2860,20.24%
"2244","2244. 말죽거리공원 사거리",14130,1133,8.02%,3262,23.09%,3771,26.69%
"1960","1960. 구로거리공원 동측(신도림역 방면)",14123,3305,23.40%,2095,14.83%,3500,24.78%
"5338","5338. 상계초교 입구 교차로",14117,902,6.39%,2457,17.40%,3778,26.76%
"4397","4397. 마장축산물시장 북문 건너편",14107,1340,9.50%,3189,22.61%,3896,27.62%
"3651","3651. 개포동역 4번출구",14101,1756,12.45%,2107,14.94%,4454,31.59%
"949","949. 연신내역 1번 출구",14092,1336,9.48%,2779,19.72%,3759,26.67%
"2539","2539.대한무역투자진흥공사 KOTRA 앞",14084,685,4.86%,6508,46.21%,880,6.25%
"3120","3120.DMC엘가아파트 앞",14082,2204,15.65%,2395,17.01%,3503,24.88%
"6184","6184. 한강버스 마곡 선착장",14081,569,4.04%,2273,16.14%,5651,40.13%
"1726","1726. 삼익세라믹아파트교차로",14062,2128,15.13%,1976,14.05%,3937,28.00%
"1233","1233. 잠실3거리(갤러리아팰리스)",14047,1605,11.43%,2389,17.01%,3756,26.74%
"4114","4114. 휘경여중고삼거리",14041,1949,13.88%,2300,16.38%,3448,24.56%
"1428","1428. 원묵고등학교",14037,1732,12.34%,2081,14.83%,3738,26.63%
"4652","4652. 신사두산위브2차아파트 앞",14029,3732,26.60%,1398,9.97%,3270,23.31%
"4169","4169. 신대방삼거리",14026,1601,11.41%,1712,12.21%,3990,28.45%
"4917","4917. 일원에코파크 주차장",14017,3630,25.90%,2229,15.90%,3124,22.29%
"400","400. 상암한화오벨리스크 1차 앞",14015,4627,33.01%,1627,11.61%,3196,22.80%
"2013","2013. 장승배기역 5번출구",14007,1832,13.08%,2308,16.48%,3828,27.33%
"4083","4083.도봉아이나라도서관 앞",13999,2802,20.02%,1661,11.87%,3193,22.81%
"1770","1770.도봉한신아파트 주변",13996,1577,11.27%,2060,14.72%,2754,19.68%
"2530","2530.삼호3차아파트 앞",13993,1784,12.75%,2712,19.38%,3809,27.22%
"722","722. 경서농협 버스정류장(우리은행신정동지점방향)",13991,2668,19.07%,2201,15.73%,3867,27.64%
"4347","4347. 논현지하보도",13986,2904,20.76%,2366,16.92%,3154,22.55%
"4210","4210. 가좌행복주택 앞",13982,3315,23.71%,1999,14.30%,3694,26.42%
"4214","4214. JTBC 앞",13981,981,7.02%,4408,31.53%,2130,15.23%
"2108","2108. 은천치안센터",13973,2165,15.49%,2115,15.14%,3856,27.60%
"3863","3863. 동일로58길 입구",13968,3624,25.95%,2336,16.72%,3272,23.42%
"1974","1974. 신도림2차e편한세상아파트 203동 앞",13961,2639,18.90%,2066,14.80%,3573,25.59%
"3931","3931. 천왕역 3번 출구 뒤",13955,2165,15.51%,3505,25.12%,2575,18.45%
"5325","5325.상계주공7단지 아파트 앞",13955,1292,9.26%,2115,15.16%,3829,27.44%
"3502","3502. 중곡역 1번출구",13943,1830,13.12%,2639,18.93%,3293,23.62%
"281","281. 대림신동아아파트 앞",13941,1734,12.44%,2190,15.71%,3856,27.66%
"1848","1848. 벽산 디지털밸리 5차",13908,790,5.68%,7729,55.57%,1238,8.90%
"223","223. 진주아파트상가 앞",13903,2098,15.09%,2551,18.35%,3144,22.61%
"1630","1630. 수연빌딩 앞",13884,1084,7.81%,2509,18.07%,4067,29.29%
"849","849. 삼각지 자이아파트",13871,2720,19.61%,2004,14.45%,4103,29.58%
"4589","4589. KRX한국거래소(1)",13861,1626,11.73%,3773,27.22%,2459,17.74%
"1664","1664. 노해근린공원내",13839,2189,15.82%,1777,12.84%,4073,29.43%
"2327","2327. 뱅뱅사거리 랜드마크타워 앞",13825,1442,10.43%,4140,29.95%,2202,15.93%
"4113","4113. 한국국방연구원 앞",13819,1542,11.16%,3174,22.97%,3169,22.93%
"4719","4719. 종로문화원 건너편",13816,1160,8.40%,3533,25.57%,2510,18.17%
"1605","1605. 헬스케어",13795,1507,10.92%,2704,19.60%,3427,24.84%
"4517","4517. 성보하이드로빌딩",13780,2403,17.44%,1635,11.87%,3938,28.58%
"1382","1382.래미안월곡아파트 입구",13776,3492,25.35%,1586,11.51%,3370,24.46%
"4707","4707. 청계3가 사거리",13775,2255,16.37%,2406,17.47%,3505,25.44%
"5513","5513. 마포음식문화거리",13759,2110,15.34%,2206,16.03%,4024,29.25%
"1470","1470.중화동 우리은행 앞",13737,2006,14.60%,2371,17.26%,3619,26.34%
"1229","1229. 송파체육문화회관 앞",13731,2667,19.42%,2296,16.72%,2141,15.59%
"165","165. 중앙근린공원",13716,3679,26.82%,1673,12.20%,3700,26.98%
"4569","4569. 힐스테이트클래시안아파트",13707,3138,22.89%,1671,12.19%,3438,25.08%
"1384","1384.성신여대입구역 5번출구",13700,2424,17.69%,1837,13.41%,3654,26.67%
"3528","3528. 광진정보도서관",13699,523,3.82%,2860,20.88%,5034,36.75%
"2423","2423.영희초교 사거리(래미안개포루체하임)",13690,1863,13.61%,1849,13.51%,3938,28.77%
"5155","5155.광진경찰서 앞",13690,3382,24.70%,1906,13.92%,3404,24.86%
"3119","3119.연희 브라운스톤 아파트 앞",13689,2256,16.48%,2122,15.50%,3999,29.21%
"3775","3775. 가양오토갤러리",13689,2560,18.70%,3190,23.30%,2573,18.80%
"777","777.신월6차보람아파트 앞",13688,3485,25.46%,1707,12.47%,3334,24.36%
"1456","1456. 상아빌딩(우림시장 교차로)",13668,1735,12.69%,1784,13.05%,3636,26.60%
"2080","2080. 대방지하보도(대방동경남아너스빌아파트)",13656,1949,14.27%,2949,21.59%,3287,24.07%
"3983","3983. 금천구청역 1번 출구",13649,2264,16.59%,4094,29.99%,2494,18.27%
"1741","1741. 제일강산수산입구",13641,1304,9.56%,2083,15.27%,3805,27.89%
"1148","1148. 볏골공원",13638,4078,29.90%,1595,11.70%,3382,24.80%
"2333","2333. 양재역 3번출구 주변",13629,1877,13.77%,3566,26.16%,2789,20.46%
"2171","2171. 서울대입구역 5번출구",13601,1027,7.55%,2698,19.84%,3718,27.34%
"2247","2247.섬들근린공원",13587,2778,20.45%,2017,14.85%,3477,25.59%
"1651","1651. 상계동 우방유쉘아파트 앞",13585,1878,13.82%,1938,14.27%,3733,27.48%
"4677","4677. 백련산 SK뷰 아이파크 해모로 아파트 앞",13579,4023,29.63%,1429,10.52%,3329,24.52%
"985","985. 은평세무서 버스정류장(은평구청 방면)",13562,2079,15.33%,2198,16.21%,3190,23.52%
"1110","1110. 공항중학교앞",13531,4120,30.45%,1263,9.33%,2979,22.02%
"2542","2542.신논현타워 앞",13520,1657,12.26%,3025,22.37%,3247,24.02%
"1846","1846. 롯데캐슬골드파크1차 동문",13507,6123,45.33%,1082,8.01%,2644,19.58%
"3131","3131.연가교 교차로",13506,4017,29.74%,1454,10.77%,3694,27.35%
"5317","5317. 공릉동 신도1차 아파트 뒤",13503,2125,15.74%,1967,14.57%,3463,25.65%
"826","826. 서울역 서부교차로2",13492,3517,26.07%,1994,14.78%,3200,23.72%
"6061","6061.충무아트센터",13472,1600,11.88%,2021,15.00%,2783,20.66%
"5309","5309. 월계 롯데캐슬아파트 뒤",13461,2791,20.73%,1596,11.86%,3591,26.68%
"916","916. 평생학습관 앞",13460,1430,10.62%,2152,15.99%,3754,27.89%
"331","331. 을지로2가 사거리 북측",13430,1472,10.96%,4833,35.99%,1353,10.07%
"5869","5869. 영등포아트홀 앞",13429,1522,11.33%,2609,19.43%,2917,21.72%
"3793","3793. 더리브골드타워",13428,2693,20.06%,4052,30.18%,2082,15.50%
"374","374. 신당동주민센터앞",13417,1449,10.80%,2879,21.46%,3050,22.73%
"1203","1203. 밀리아나2빌딩 앞",13404,915,6.83%,3304,24.65%,2642,19.71%
"4588","4588.양남사거리2",13399,1652,12.33%,4091,30.53%,2493,18.61%
"706","706. 신정네거리역",13386,1784,13.33%,2967,22.16%,3241,24.21%
"4425","4425. 하늘채코오롱아파트 앞",13364,1770,13.24%,1810,13.54%,4110,30.75%
"1327","1327. 상월곡역 3번출구",13352,2001,14.99%,2502,18.74%,3333,24.96%
"5078","5078. 왈도강서캠퍼스 앞",13311,3177,23.87%,1846,13.87%,3221,24.20%
"2086","2086.삼일수영장 앞",13302,3896,29.29%,1098,8.25%,3087,23.21%
"454","454. 종로2가 버스정류장 (종각방향)",13297,1337,10.05%,2786,20.95%,2908,21.87%
"1520","1520. 수유중앙시장",13286,1410,10.61%,1714,12.90%,3717,27.98%
"457","457. 종로꽃시장 입구 옆",13257,2529,19.08%,2907,21.93%,1959,14.78%
"1743","1743.창동19단지아파트 관리사무소앞",13231,2615,19.76%,1732,13.09%,3651,27.59%
"276","276. 영등포로터리2",13230,3693,27.91%,2296,17.35%,3170,23.96%
"3204","3204.도림고가도로 밑",13220,2569,19.43%,2019,15.27%,3369,25.48%
"2369","2369. KT선릉타워",13217,1444,10.93%,3461,26.19%,2215,16.76%
"2504","2504. 신사역 4번출구 뒤",13208,698,5.28%,3306,25.03%,3459,26.19%
"5896","5896.영등포구청역 6번출구",13206,2280,17.26%,2757,20.88%,2799,21.19%
"4145","4145.청량리동 주민센터",13184,1245,9.44%,2441,18.51%,3225,24.46%
"4102","4102. 휘경1동주민센터 앞",13175,2302,17.47%,2139,16.24%,3590,27.25%
"233","233. 양평1동 YP센터 앞",13122,1356,10.33%,4464,34.02%,2147,16.36%
"1729","1729. 도봉한신아파트 버스정류장",13121,1273,9.70%,1994,15.20%,3837,29.24%
"359","359. 원남동사거리",13118,1200,9.15%,2840,21.65%,2743,20.91%
"1814","1814. 두산위브아파트 옆 상가건물 앞",13116,3963,30.22%,1631,12.44%,2941,22.42%
"1318","1318. 길음역 3번출구 뒤",13093,1235,9.43%,2513,19.19%,3422,26.14%
"4077","4077. 도봉제1교",13076,1145,8.76%,1747,13.36%,4748,36.31%
"150","150. 서강대역 2번출구 앞",13064,1937,14.83%,2064,15.80%,3555,27.21%
"1277","1277. 성내7교",13060,2672,20.46%,1594,12.21%,3201,24.51%
"143","143. 공덕역 2번출구",13057,2008,15.38%,3289,25.19%,2846,21.80%
"3220","3220.래미안에스티움 앞 (신풍로)",13054,2714,20.79%,1751,13.41%,3372,25.83%
"3873","3873. 동서울우편집중국 앞",13036,1643,12.60%,2292,17.58%,2885,22.13%
"4011","4011. 월계 센트럴 아이파크",13009,938,7.21%,2363,18.16%,3108,23.89%
"3102","3102. 연희삼거리",12997,2250,17.31%,1705,13.12%,3769,29.00%
"3641","3641. 대청역",12978,2162,16.66%,3561,27.44%,2620,20.19%
"674","674.고대앞사거리 교통섬",12977,1051,8.10%,2464,18.99%,2997,23.09%
"908","908. 구산역 4번출구",12977,1551,11.95%,2077,16.01%,3843,29.61%
"2703","2703.서울도시가스 앞",12969,1531,11.81%,2570,19.82%,3512,27.08%
"2408","2408. 강남한양수자인아파트",12957,2761,21.31%,1822,14.06%,3343,25.80%
"1444","1444. 면목4치안센터",12937,2873,22.21%,1511,11.68%,3385,26.17%
"3411","3411.종묘",12914,1838,14.23%,2441,18.90%,2166,16.77%
"1805","1805. 서울디지털운동장 앞",12908,2684,20.79%,3609,27.96%,1889,14.63%
"241","241. 신길우성1차아파트 앞 공원",12907,3505,27.16%,1268,9.82%,3127,24.23%
"1375","1375. 생명의 전화 종합복지관 앞 교차로",12903,3092,23.96%,2008,15.56%,2676,20.74%
"2917","2917.신창중학교 후문 맞은편 버스정류장",12902,1837,14.24%,1435,11.12%,3428,26.57%
"389","389. 을지로4가역 1번출구",12895,2506,19.43%,3019,23.41%,2218,17.20%
"1809","1809. LG전자 별관동(호서대 벤처타워 맞은편)",12884,1194,9.27%,5867,45.54%,1085,8.42%
"2303","2303. 논현역 10번출구",12864,1860,14.46%,2918,22.68%,2902,22.56%
"1271","1271. 송파도서관",12839,908,7.07%,2468,19.22%,3740,29.13%
"3818","3818. 은천교회 앞",12836,3050,23.76%,1541,12.01%,3590,27.97%
"958","958. 본 서부병원 버스정류장(은평 세무서 방면)",12835,1925,15.00%,1926,15.01%,3258,25.38%
"5760","5760. 풍납사거리 성내유수지",12833,1426,11.11%,2687,20.94%,3499,27.27%
"2189","2189. 봉천역 4번출구",12827,699,5.45%,2490,19.41%,3418,26.65%
"1808","1808. 에이스하이엔드타워8차 앞",12823,386,3.01%,6755,52.68%,1327,10.35%
"2540","2540.반포천 앞",12790,1843,14.41%,2792,21.83%,2949,23.06%
"3987","3987. LG전자가산A와 가산테라타워 사이",12775,4600,36.01%,1887,14.77%,2347,18.37%
"4873","4873. 개롱역사거리 2번 출구",12773,2079,16.28%,2460,19.26%,3067,24.01%
"1431","1431. 중랑구청 사거리",12763,805,6.31%,2424,18.99%,3502,27.44%
"800","800. 목월공원 앞",12747,2534,19.88%,2361,18.52%,3408,26.74%
"3221","3221.서울특별시 남부교육지원청",12732,2228,17.50%,2766,21.72%,2489,19.55%
"5341","5341.공릉동효성아파트 앞",12728,1905,14.97%,1466,11.52%,3473,27.29%
"2221","2221. 방일초교 마을버스 정류장",12727,1311,10.30%,2746,21.58%,3324,26.12%
"4139","4139. 답십리 사거리",12724,2281,17.93%,1520,11.95%,3323,26.12%
"3908","3908. 오류동 다숲오피스텔 앞",12723,2574,20.23%,1564,12.29%,3393,26.67%
"3212","3212.신풍역 6번출구",12711,2051,16.14%,1764,13.88%,3088,24.29%
"1473","1473.중랑역 1번 출구(중화문화복지센터)",12706,2165,17.04%,2570,20.23%,2992,23.55%
"4074","4074. 도봉구육아종합지원센터(창동)",12706,2862,22.52%,1629,12.82%,3284,25.85%
"4005","4005. 중계2차 한화꿈에그린 101동 인근",12692,1110,8.75%,2255,17.77%,3632,28.62%
"1186","1186. 송정중학교",12691,3035,23.91%,1842,14.51%,2840,22.38%
"4078","4078. 원당공원 앞",12676,2432,19.19%,1777,14.02%,3219,25.39%
"199","199. 서울 월드컵 경기장",12670,1101,8.69%,1899,14.99%,4345,34.29%
"472","472.삼일교(시그니쳐 타워)",12654,1373,10.85%,4020,31.77%,1173,9.27%
"806","806. 전자랜드 본관 앞",12653,1952,15.43%,2849,22.52%,2738,21.64%
"4411","4411. 동산어린이공원 앞",12632,2879,22.79%,2448,19.38%,2241,17.74%
"736","736. 오솔길공원",12607,2951,23.41%,1806,14.33%,3066,24.32%
"2523","2523.뉴코아 킴스클럽 앞",12604,1516,12.03%,1928,15.30%,4101,32.54%
"1965","1965. 삼환로즈빌아파트 105동 옆",12586,1743,13.85%,1988,15.80%,3473,27.59%
"1085","1085.래미안 솔베뉴(고덕로)",12581,1930,15.34%,2183,17.35%,3064,24.35%
"5877","5877. 문래동 꽃밭정원",12558,1688,13.44%,2597,20.68%,3370,26.84%
"4620","4620. 삼각지역 14번 출구 앞(교통섬)",12552,1644,13.10%,2018,16.08%,3389,27.00%
"242","242. 신길선원가와인아파트 앞",12548,2009,16.01%,1952,15.56%,3492,27.83%
"1937","1937. 한진아파트 입구",12538,2305,18.38%,1495,11.92%,3235,25.80%
"3508","3508. 화양사거리",12538,2203,17.57%,3313,26.42%,2514,20.05%
"3515","3515. 서울숲 관리사무소",12492,339,2.71%,2086,16.70%,5298,42.41%
"1408","1408. 먹골역 6번출구 앞",12483,1702,13.63%,2011,16.11%,3211,25.72%
"354","354. 포르투갈 대사관 앞",12475,1573,12.61%,2359,18.91%,2832,22.70%
"5332","5332. 마들역 4번출구",12455,2202,17.68%,1780,14.29%,3137,25.19%
"1941","1941. 오류동역 2번출구",12450,2437,19.57%,2347,18.85%,2865,23.01%
"249","249. 여의도중학교 옆",12449,842,6.76%,2125,17.07%,5076,40.77%
"1070","1070.(시립)고덕평생학습관",12432,1071,8.61%,2058,16.55%,3087,24.83%
"932","932. 예일여중",12420,923,7.43%,1952,15.72%,3550,28.58%
"1127","1127. 화곡역 버스정류장",12410,1473,11.87%,2237,18.03%,3137,25.28%
"1171","1171. 염창동 새마을금고 건너편",12401,2494,20.11%,1488,12.00%,3054,24.63%
"4558","4558. 대영중고 후문",12390,2723,21.98%,1554,12.54%,2711,21.88%
"2376","2376. 수서역 7번출구 앞",12379,1373,11.09%,4202,33.94%,2622,21.18%
"450","450. 효자동 삼거리",12377,2431,19.64%,1996,16.13%,3468,28.02%
"4823","4823. 방정환교육지원센터 옆",12377,1418,11.46%,1815,14.66%,3365,27.19%
"511","511. 서울숲역 5번 출구 옆",12375,1857,15.01%,2830,22.87%,3207,25.92%
"1430","1430. 중랑구청",12360,1497,12.11%,2749,22.24%,2662,21.54%
"1461","1461.동양엔파트 앞",12358,698,5.65%,2571,20.80%,3322,26.88%
"1061","1061. 천호초교 입구 사거리(일주빌딩)",12353,2261,18.30%,1910,15.46%,3250,26.31%
"2213","2213. 고속터미널역 5번출구 앞",12353,2395,19.39%,2913,23.58%,2737,22.16%
"622","622. 전농사거리 교통섬",12344,1592,12.90%,1694,13.72%,3301,26.74%
"5098","5098. LG사이언스파크 W4동",12338,5138,41.64%,3285,26.63%,837,6.78%
"544","544. 광남중학교",12333,2458,19.93%,1374,11.14%,4276,34.67%
"1373","1373. 성북구보건소 건너편",12315,2514,20.41%,2163,17.56%,3094,25.12%
"495","495.염리초등학교 앞",12314,1640,13.32%,2862,23.24%,2562,20.81%
"4539","4539. 목동7단지아파트 A상가",12314,1480,12.02%,2382,19.34%,3126,25.39%
"185","185. 마포 신수공원 앞",12295,2009,16.34%,1424,11.58%,4007,32.59%
"2644","2644. 성내5교",12287,2255,18.35%,1756,14.29%,3255,26.49%
"2003","2003. 사육신공원앞",12279,1224,9.97%,1823,14.85%,3701,30.14%
"4507","4507. 신정제일시장",12278,1919,15.63%,2250,18.33%,3266,26.60%
"175","175. 홍연2교옆",12266,2543,20.73%,1676,13.66%,3405,27.76%
"1286","1286. 위례중앙푸르지오 1단지 앞",12255,1335,10.89%,1687,13.77%,3431,28.00%
