대여소번호,대여소명,표준화_건수4열_클러스터,표준화_혼합4열_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%)
"1999","1999. 수궁동 성당 주변",Group 2,Group 2,5715,605,914,1232,15.99%,21.56%
"2312","2312. 청담역 13번 출구 앞",Group 2,Group 2,5712,1156,1194,1299,20.90%,22.74%
"4801","4801. 충정로역 2호선(엘리베이터 앞)",Group 2,Group 2,5711,1026,1245,1231,21.80%,21.55%
"1436","1436. 동원베네스트 건물 앞",Group 2,Group 2,5709,1172,637,1400,11.16%,24.52%
"4766","4766. 서소문성지역사박물관",Group 2,Group 2,5708,2026,785,1168,13.75%,20.46%
"1843","1843. 독산고등학교",Group 2,Group 2,5689,1402,615,1380,10.81%,24.26%
"4469","4469. 거여동 어울림아파트  102동앞",Group 2,Group 1,5688,697,1405,1273,24.70%,22.38%
"4837","4837. 양원지구 힐데스하임 앞",Group 2,Group 2,5687,1323,813,1475,14.30%,25.94%
"850","850.KCC용산웰츠(WELLTZ)타워",Group 2,Group 2,5669,1170,729,1621,12.86%,28.59%
"869","869.노들섬 동측 앞",Group 2,Group 2,5662,346,1095,2284,19.34%,40.34%
"4346","4346.장학재단빌딩 앞",Group 2,Group 1,5649,492,1692,1117,29.95%,19.77%
"1360","1360. 정릉역",Group 2,Group 2,5646,857,709,1476,12.56%,26.14%
"3690","3690. 강일역 4번출구",Group 2,Group 1,5638,1130,1681,1004,29.82%,17.81%
"1537","1537. 북한산 우이역",Group 2,Group 2,5633,377,675,2184,11.98%,38.77%
"4834","4834. 용마복지센터 앞",Group 2,Group 2,5622,544,848,1198,15.08%,21.31%
"2280","2280. 서울서초고용센터앞",Group 2,Group 1,5611,1045,1395,1121,24.86%,19.98%
"4929","4929. 투썸플레이스 강남청담점 앞",Group 2,Group 1,5585,627,1773,1184,31.75%,21.20%
"3647","3647. 구룡역 1번 출구",Group 2,Group 1,5565,1287,1225,907,22.01%,16.30%
"2518","2518. 서초동 현대아파트 앞",Group 2,Group 2,5564,1087,1109,1219,19.93%,21.91%
"466","466.롯데호텔",Group 2,Group 1,5558,536,1266,1081,22.78%,19.45%
"3646","3646. 선정릉역 4번 출구",Group 2,Group 1,5558,737,1505,1175,27.08%,21.14%
"4152","4152. 상도효성해링턴플레이스",Group 2,Group 2,5545,685,760,1465,13.71%,26.42%
"164","164. 북가좌1동 주민센터",Group 2,Group 2,5543,1531,561,1419,10.12%,25.60%
"2352","2352. 서울본부세관(건설회관 앞)",Group 2,Group 1,5536,397,1894,735,34.21%,13.28%
"4641","4641. 아메리칸센터",Group 2,Group 2,5535,515,1243,1434,22.46%,25.91%
"2535","2535.신반포역 3번출구 뒤",Group 2,Group 2,5525,876,838,1656,15.17%,29.97%
"5778","5778. 북위례3",Group 2,Group 2,5523,641,748,1693,13.54%,30.65%
"2349","2349. 역삼빌딩 앞(하나은행 옆)",Group 2,Group 2,5520,633,1181,1179,21.39%,21.36%
"3920","3920. 개봉역2번출구 B",Group 2,Group 2,5509,1254,817,1342,14.83%,24.36%
"2643","2643.풍납중학교 측면",Group 2,Group 2,5496,679,1151,1415,20.94%,25.75%
"4094","4094.도봉여성센터",Group 2,Group 2,5485,931,756,1351,13.78%,24.63%
"1967","1967. 참새공원(백곡경노당)",Group 2,Group 2,5484,1136,580,1393,10.58%,25.40%
"4144","4144.시립대학교 박물관 앞",Group 2,Group 1,5480,292,1235,900,22.54%,16.42%
"1634","1634. 당고개공원 대여소",Group 2,Group 2,5478,864,722,1560,13.18%,28.48%
"1343","1343. 한성대7번출구 앞",Group 2,Group 2,5465,513,685,1606,12.53%,29.39%
"364","364. 창신역 1번출구 앞",Group 2,Group 2,5461,1094,495,1397,9.06%,25.58%
"2083","2083.흑석롯데캐슬에듀포레(107동)",Group 2,Group 2,5455,1117,682,1484,12.50%,27.20%
"4930","4930. 학여울역 1번출구",Group 2,Group 2,5452,1429,960,1384,17.61%,25.39%
"2520","2520.서초1교 (진흥아파트 방면)",Group 2,Group 2,5451,778,1015,1293,18.62%,23.72%
"2364","2364. 도산공원교차로",Group 2,Group 1,5448,460,1461,1154,26.82%,21.18%
"3310","3310.영락고등학교",Group 2,Group 2,5434,960,644,1419,11.85%,26.11%
"4762","4762. 국제빌딩",Group 2,Group 1,5425,778,1240,785,22.86%,14.47%
"2127","2127. 난곡종점",Group 2,Group 2,5418,886,508,1436,9.38%,26.50%
"192","192. 연서어린이공원",Group 2,Group 2,5408,1540,819,1260,15.14%,23.30%
"4684","4684. 응암2동주민센터 버스정류장(영락중학교 방면)",Group 2,Group 2,5398,1232,501,1250,9.28%,23.16%
"4280","4280.북가좌2동 주민센터",Group 2,Group 2,5397,1139,722,1516,13.38%,28.09%
"3799","3799. 국립항공박물관",Group 2,Group 1,5395,581,2001,1045,37.09%,19.37%
"1547","1547. 꿈의숲 롯데캐슬",Group 2,Group 2,5394,1232,679,1492,12.59%,27.66%
"1539","1539. 4.19민주묘지역",Group 2,Group 2,5385,341,939,1626,17.44%,30.19%
"446","446. 상명대입구",Group 2,Group 2,5379,503,934,1572,17.36%,29.22%
"3602","3602. 한국지역난방공사강남지사",Group 2,Group 1,5333,1209,1762,574,33.04%,10.76%
"1509","1509. 서울북부수도사업소",Group 2,Group 2,5330,495,809,1204,15.18%,22.59%
"1285","1285. 위례별 유치원 뒤",Group 2,Group 2,5328,1459,768,1352,14.41%,25.38%
"4840","4840. 서울시 북부병원 앞",Group 2,Group 2,5321,683,722,1061,13.57%,19.94%
"4033","4033. 녹천역 4번 출구 옆",Group 2,Group 2,5315,577,985,1465,18.53%,27.56%
"1725","1725. 창1동주민센터",Group 2,Group 2,5313,1252,477,1204,8.98%,22.66%
"2617","2617. 가락삼환아파트 앞",Group 2,Group 2,5311,856,847,1357,15.95%,25.55%
"4475","4475. 송파파인타운 4단지 403동",Group 2,Group 2,5302,1289,693,1363,13.07%,25.71%
"141","141. 연대 대운동장 옆",Group 2,Group 2,5300,385,1157,1142,21.83%,21.55%
"2380","2380. 봉은사로68길 북측",Group 2,Group 2,5294,776,817,1197,15.43%,22.61%
"467","467.한국은행",Group 2,Group 1,5291,161,2125,881,40.16%,16.65%
"2616","2616. 거여동 사거리",Group 2,Group 2,5290,912,734,1249,13.88%,23.61%
"4017","4017. 월계 청백1단지 아파트 정류장",Group 2,Group 2,5276,949,644,1587,12.21%,30.08%
"3958","3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편",Group 2,Group 2,5275,1258,907,1151,17.19%,21.82%
"6189","6189.데시앙플렉스 지식산업센터",Group 2,Group 1,5266,558,1434,951,27.23%,18.06%
"384","384. 중림동삼거리",Group 2,Group 2,5250,1687,681,1282,12.97%,24.42%
"2190","2190.도원맨션",Group 2,Group 2,5245,447,1019,1510,19.43%,28.79%
"2027","2027. 중앙대학교 정문 1",Group 2,Group 2,5230,303,1133,1281,21.66%,24.49%
"468","468.웨스틴 조선호텔",Group 2,Group 1,5215,457,1487,932,28.51%,17.87%
"5783","5783.성내5교 2",Group 2,Group 2,5201,610,933,1749,17.94%,33.63%
"4396","4396. 마장축산물시장 서문 인근",Group 2,Group 2,5187,882,727,1130,14.02%,21.79%
"3820","3820. 은천삼거리",Group 2,Group 2,5182,585,767,1387,14.80%,26.77%
"2510","2510. JW타워",Group 2,Group 1,5167,1144,1145,872,22.16%,16.88%
"1258","1258. 가락미륭아파트 앞",Group 2,Group 2,5166,750,817,1449,15.81%,28.05%
"4097","4097.숭미파출소 사거리",Group 2,Group 2,5161,1135,741,1209,14.36%,23.43%
"664","664. 서울시립대 건설공학관",Group 2,Group 2,5160,314,1021,1092,19.79%,21.16%
"964","964. 북한산힐스테이트 7차아파트",Group 2,Group 2,5158,906,726,1428,14.08%,27.69%
"1660","1660. 서울시립과학관",Group 2,Group 2,5158,619,764,1302,14.81%,25.24%
"4703","4703. 쌍용아파트2단지 정문",Group 2,Group 2,5154,833,738,1481,14.32%,28.73%
"4581","4581. 국회소통관",Group 2,Group 1,5146,648,1188,761,23.09%,14.79%
"4278","4278. 홍은2동주민센터",Group 2,Group 2,5116,1304,877,907,17.14%,17.73%
"4815","4815. 중랑데시앙플렉스 앞",Group 2,Group 1,5110,857,1773,709,34.70%,13.87%
"1349","1349. 월계2교 버스정류장 앞",Group 2,Group 2,5109,874,677,1398,13.25%,27.36%
"1515","1515. 송천동 주민센터",Group 2,Group 2,5084,770,692,1260,13.61%,24.78%
"1279","1279. 마천금호어울림 1차아파트 건너편",Group 2,Group 2,5076,966,949,1280,18.70%,25.22%
"424","424. 롯데하이마트 (상암월드컵점)",Group 2,Group 2,5067,421,1037,1360,20.47%,26.84%
"198","198. 충정2교",Group 2,Group 2,5049,1150,1008,986,19.96%,19.53%
"4941","4941.압구정로 11길",Group 2,Group 2,5034,298,937,1858,18.61%,36.91%
"1510","1510. 번동주공5단지 관리사무소 앞",Group 2,Group 2,5029,825,979,1214,19.47%,24.14%
"494","494.신수동주민센터",Group 2,Group 2,5013,1237,514,1084,10.25%,21.62%
"1479","1479.면목 홈플러스 2",Group 2,Group 2,5013,353,893,1456,17.81%,29.04%
"3521","3521. 현대홈타운 뒷길",Group 2,Group 2,5012,943,629,1456,12.55%,29.05%
"2357","2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)",Group 2,Group 1,4991,774,1253,853,25.11%,17.09%
"2907","2907. 월계중학교",Group 2,Group 2,4979,1196,619,850,12.43%,17.07%
"1574","1574.송중초등학교 옆",Group 2,Group 2,4974,541,774,1260,15.56%,25.33%
"3653","3653. 강동리버스트4단지아파트 404동 앞",Group 2,Group 2,4972,1637,516,1121,10.38%,22.55%
"1358","1358. 정릉도서관 앞",Group 2,Group 2,4971,636,798,1223,16.05%,24.60%
"2356","2356. 강남구청",Group 2,Group 2,4970,630,931,1080,18.73%,21.73%
"959","959. 구파발10단지 인근",Group 2,Group 2,4955,362,689,1586,13.91%,32.01%
"6172","6172. 가양5단지아파트",Group 2,Group 2,4940,1392,637,965,12.89%,19.53%
"4315","4315. 이투스교육 앞",Group 2,Group 1,4938,421,1559,981,31.57%,19.87%
"1774","1774.정의여중고 버스정류소",Group 2,Group 2,4933,899,794,1302,16.10%,26.39%
"2548","2548.반포1동 자율방범초소 옆",Group 2,Group 2,4931,934,844,1271,17.12%,25.78%
"489","489.구룡근린공원",Group 2,Group 2,4925,983,818,1223,16.61%,24.83%
"1161","1161. 강서면허시험장 앞",Group 2,Group 2,4925,376,894,813,18.15%,16.51%
"491","491.월드컵파크 4단지",Group 2,Group 2,4923,481,1254,1230,25.47%,24.98%
"995","995.은평다목적체육관",Group 2,Group 2,4922,963,614,1123,12.47%,22.82%
"1652","1652. 파르코 앞",Group 2,Group 2,4909,473,1081,1315,22.02%,26.79%
"741","741. 화곡로 입구 교차로",Group 2,Group 2,4901,602,953,1080,19.45%,22.04%
"3611","3611. 방죽마을 입구",Group 2,Group 2,4890,1041,764,1065,15.62%,21.78%
"4642","4642. 용산더프라임아파트 101동 앞",Group 2,Group 2,4882,847,885,1299,18.13%,26.61%
"1714","1714. 도봉문화정보도서관 삼거리",Group 2,Group 2,4859,569,981,1309,20.19%,26.94%
"3402","3402.이화공영주차장",Group 2,Group 2,4847,1181,810,880,16.71%,18.16%
"2258","2258.구룡사 삼거리",Group 2,Group 2,4838,896,1047,1183,21.64%,24.45%
"1571","1571.북서울 꿈의 숲 입구",Group 2,Group 2,4833,1087,610,1224,12.62%,25.33%
"927","927. 연신내역 3번출구 인근",Group 2,Group 2,4822,454,748,1248,15.51%,25.88%
"3802","3802. 관악구민체육센터",Group 2,Group 2,4810,1539,471,811,9.79%,16.86%
"2024","2024. 상도역 1번출구",Group 2,Group 2,4804,754,754,1273,15.70%,26.50%
"2545","2545.국립중앙도서관(국제회의장옆)",Group 2,Group 1,4800,142,1456,1074,30.33%,22.38%
"6063","6063.NH농협은행(신당역6번출구)",Group 2,Group 2,4793,347,795,1199,16.59%,25.02%
"1757","1757.솔밭공원역 1번출구 앞",Group 2,Group 2,4788,440,735,1393,15.35%,29.09%
"5780","5780. 송파세무서",Group 2,Group 1,4786,414,1608,670,33.60%,14.00%
"1992","1992. 구로구배드민턴실내체육관 앞",Group 2,Group 2,4784,531,620,975,12.96%,20.38%
"2128","2128. 관악구청교차로",Group 2,Group 2,4770,520,735,1211,15.41%,25.39%
"2818","2818.천왕이펜하우스3단지 앞",Group 2,Group 2,4750,1245,535,974,11.26%,20.51%
"4761","4761. 중부경찰서앞사거리 건너편",Group 2,Group 1,4748,578,1357,945,28.58%,19.90%
"5763","5763. 세륜초등학교 건너편",Group 2,Group 2,4745,447,797,1400,16.80%,29.50%
"802","802. 한강진역 2번 출구 앞",Group 2,Group 2,4738,684,898,1253,18.95%,26.45%
"4148","4148.동대문구 장안동 씨젠의료재단",Group 2,Group 2,4738,477,825,1245,17.41%,26.28%
"4627","4627. 효창공원앞역 5번출구 옆",Group 2,Group 2,4736,1083,835,1093,17.63%,23.08%
"3419","3419.국립어린이과학관",Group 2,Group 2,4723,706,902,1141,19.10%,24.16%
"4924","4924.논현동가구거리",Group 2,Group 1,4720,810,1115,804,23.62%,17.03%
"3649","3649. 구룡역 5번 출구",Group 2,Group 1,4715,1343,1171,824,24.84%,17.48%
"2186","2186. 낙성대입구삼거리",Group 2,Group 2,4695,504,718,1326,15.29%,28.24%
"3967","3967. 혜명양로원 담장 옆(2)",Group 2,Group 2,4681,924,753,854,16.09%,18.24%
"4086","4086. 도봉로 534",Group 2,Group 2,4678,1004,489,1040,10.45%,22.23%
"2283","2283. 그룹한빌딩옆",Group 2,Group 2,4668,608,998,1085,21.38%,23.24%
"3917","3917. 성공회대학교",Group 2,Group 2,4662,490,844,902,18.10%,19.35%
"671","671.대광빌딩",Group 2,Group 2,4653,452,785,1264,16.87%,27.17%
"4885","4885. 가든파이브 리빙관",Group 2,Group 2,4652,455,1176,1155,25.28%,24.83%
"1868","1868.우리은행 시흥남자동화점 앞",Group 2,Group 2,4627,1019,549,1160,11.87%,25.07%
"137","137. 신촌기차역입구 교차로",Group 2,Group 2,4603,228,974,1364,21.16%,29.63%
"2825","2825.초롱타운 앞",Group 2,Group 2,4602,1204,539,988,11.71%,21.47%
"1853","1853. 청년취업사관학교앞",Group 2,Group 2,4593,1804,530,913,11.54%,19.88%
"2815","2815.항동지구 7단지 정문",Group 2,Group 2,4579,470,772,1117,16.86%,24.39%
"2062","2062. 사당새마을금고",Group 2,Group 2,4577,1072,577,1209,12.61%,26.41%
"4665","4665. 응암역3번 출구(서부경찰서 방면)",Group 2,Group 2,4572,389,743,1377,16.25%,30.12%
"425","425. DMC첨단산업센터",Group 2,Group 1,4566,833,1212,531,26.54%,11.63%
"4875","4875. 위례포레샤인13단지",Group 2,Group 2,4566,980,630,1181,13.80%,25.87%
"3101","3101. 서대문구청",Group 2,Group 2,4561,449,678,1192,14.87%,26.13%
"2368","2368. 도곡동 경남아파트 건너편",Group 2,Group 2,4559,546,1007,1213,22.09%,26.61%
"533","533. 금남시장 교차로",Group 2,Group 2,4547,968,467,1263,10.27%,27.78%
"2429","2429.압구정로데오역 6번출구",Group 2,Group 2,4545,340,1199,1281,26.38%,28.18%
"3673","3673. 강동리버스트6단지",Group 2,Group 2,4533,899,639,1130,14.10%,24.93%
"4622","4622. 한강중학교 앞 버스정류장",Group 2,Group 2,4531,446,878,1369,19.38%,30.21%
"2309","2309. 청담역(우리들병원 앞)",Group 2,Group 2,4529,1148,807,893,17.82%,19.72%
"4247","4247. 서울서부지방법원등기국앞",Group 2,Group 2,4529,867,592,1068,13.07%,23.58%
"2370","2370. 한티역 3번출구",Group 2,Group 2,4520,488,828,1172,18.32%,25.93%
"858","858.녹사평역3번 출구",Group 2,Group 2,4509,260,994,1431,22.04%,31.74%
"942","942. 상림마을 생태공원",Group 2,Group 2,4500,1179,355,1277,7.89%,28.38%
"5766","5766. 북위례1",Group 2,Group 2,4499,796,507,1259,11.27%,27.98%
"3630","3630. 개포우성6차아파트 정문 앞",Group 2,Group 2,4491,1369,607,1126,13.52%,25.07%
"3612","3612. 은곡마을",Group 2,Group 2,4490,514,702,1459,15.63%,32.49%
"2144","2144. 난우길입구",Group 2,Group 2,4473,517,673,1115,15.05%,24.93%
"4428","4428.돈암동부센트레빌상가",Group 2,Group 2,4472,340,641,1381,14.33%,30.88%
"422","422. 문화비축기지",Group 2,Group 2,4469,169,577,2023,12.91%,45.27%
"2057","2057. 상도 아이파크 아파트",Group 2,Group 2,4466,940,432,1142,9.67%,25.57%
"4632","4632. 용산 푸르지오 파크타운 1단지 앞",Group 2,Group 2,4446,745,1035,1129,23.28%,25.39%
"388","388. 동성중학교 앞",Group 2,Group 2,4439,951,584,1016,13.16%,22.89%
"480","480.약수역 6번 출구",Group 2,Group 2,4439,355,679,1157,15.30%,26.06%
"3615","3615. 서울 논현동우체국 앞",Group 2,Group 1,4425,540,1362,824,30.78%,18.62%
"3725","3725. 강북 청소년 문화정보도서관 앞",Group 2,Group 2,4425,620,610,1257,13.79%,28.41%
"2167","2167. 낙성대역 1번출구",Group 2,Group 2,4423,277,826,1293,18.68%,29.23%
"3807","3807. 관악우체국 교차로",Group 2,Group 2,4417,979,449,1234,10.17%,27.94%
"397","397. 종묘공영주차장 건너편",Group 2,Group 2,4396,247,805,1238,18.31%,28.16%
"867","867.서빙고역 광장(1번출구)",Group 2,Group 2,4374,756,899,1291,20.55%,29.52%
"2321","2321. 학여울역 사거리",Group 2,Group 2,4373,688,718,1448,16.42%,33.11%
"4607","4607. 국립중앙박물관 -용산가족공원 앞",Group 2,Group 2,4361,126,812,1959,18.62%,44.92%
"953","953. 서울연신초등학교",Group 2,Group 2,4340,614,591,1213,13.62%,27.95%
"4909","4909. 노보텔 앰배서더 앞",Group 2,Group 2,4337,416,1049,1111,24.19%,25.62%
"3105","3105. 홍은센트레빌 아파트 앞",Group 2,Group 2,4326,755,568,1225,13.13%,28.32%
"5336","5336. 월계 고등학교 앞",Group 2,Group 2,4324,451,536,635,12.40%,14.69%
"469","469.회현역 1번출구",Group 2,Group 2,4322,633,846,795,19.57%,18.39%
"3682","3682. 길동 동호빌딩",Group 2,Group 2,4321,869,515,1138,11.92%,26.34%
"4625","4625. 용산공원갤러리앞",Group 2,Group 1,4321,580,1226,843,28.37%,19.51%
"724","724. 계남공원 입구 주출입구 좌측",Group 2,Group 2,4302,854,556,1073,12.92%,24.94%
"4892","4892. 성내유수지 체육공원",Group 2,Group 2,4298,706,885,1061,20.59%,24.69%
"4493","4493. 마천사거리 2",Group 2,Group 2,4293,898,797,1124,18.57%,26.18%
"515","515. 광양중학교 앞",Group 2,Group 2,4292,660,563,1323,13.12%,30.82%
"823","823. 효창동주민센터 앞",Group 2,Group 2,4288,975,546,1201,12.73%,28.01%
"3556","3556.신금호파크자이APT앞",Group 2,Group 2,4270,431,678,1351,15.88%,31.64%
"2382","2382. 역삼동 sk뷰 501동앞",Group 2,Group 2,4250,352,893,1124,21.01%,26.45%
"382","382. 약수역 10번출구 앞",Group 2,Group 2,4245,409,632,1028,14.89%,24.22%
"2373","2373. 개포동역 사거리",Group 2,Group 2,4243,404,643,1244,15.15%,29.32%
"679","679.전농SK아파트 앞",Group 2,Group 2,4240,793,615,1190,14.50%,28.07%
"1200","1200. 개화광역환승센터",Group 2,Group 1,4238,340,1213,921,28.62%,21.73%
"4344","4344. 양재대로(구룡지하차도 앞)",Group 2,Group 2,4234,1149,521,1051,12.31%,24.82%
"2812","2812.항동프라자",Group 2,Group 2,4232,603,763,1057,18.03%,24.98%
"4043","4043. 상계주공13단지 1301동",Group 2,Group 2,4223,1004,386,1052,9.14%,24.91%
"1863","1863.위너스 스포츠클럽 골프연습장옆",Group 2,Group 2,4213,1443,408,734,9.68%,17.42%
"606","606. 서울반도체고 앞",Group 2,Group 2,4208,337,697,1215,16.56%,28.87%
"159","159. 이대역 4번 출구",Group 2,Group 2,4195,342,958,1186,22.84%,28.27%
"1213","1213. 백토공원 앞",Group 2,Group 2,4192,1050,572,1028,13.65%,24.52%
"3724","3724. 삼양동주민센터 앞",Group 2,Group 2,4192,269,580,1151,13.84%,27.46%
"4340","4340. 방배래미안아트힐아파트 앞",Group 2,Group 1,4180,459,1421,868,34.00%,20.77%
"2094","2094.숭실대학교(중문)",Group 2,Group 2,4178,376,600,1265,14.36%,30.28%
"5602","5602.래미안신반포리오센트 후문",Group 2,Group 2,4175,513,659,1560,15.78%,37.37%
"4266","4266.국민연금공단충정로사옥",Group 2,Group 2,4174,919,815,776,19.53%,18.59%
"4149","4149.제기동역 5번출구",Group 2,Group 2,4170,762,646,1091,15.49%,26.16%
"1137","1137. 등촌2동주민센터",Group 2,Group 2,4167,913,486,816,11.66%,19.58%
"808","808. 서빙고동 금호맨션 앞",Group 2,Group 2,4161,327,755,1699,18.14%,40.83%
"1181","1181. 농수산식품공사 (강서지사)",Group 2,Group 1,4160,210,1462,365,35.14%,8.77%
"4162","4162. 노량진1동 청소년독서실",Group 2,Group 2,4152,1000,549,980,13.22%,23.60%
"2256","2256.양재동 꽃시장 입구",Group 2,Group 1,4151,726,1294,760,31.17%,18.31%
"2210","2210. 반포1동 주민센터 앞",Group 2,Group 2,4141,658,706,1162,17.05%,28.06%
"1826","1826. 한신코아 앞",Group 2,Group 2,4140,1018,650,1004,15.70%,24.25%
"479","479.동대입구역 3번 출구",Group 2,Group 2,4139,488,786,1320,18.99%,31.89%
"4932","4932. 개포래미안포레스트 130동 맞은편",Group 2,Group 2,4139,874,538,1033,13.00%,24.96%
"2329","2329. 르네상스호텔사거리 역삼지하보도 2번출구",Group 2,Group 2,4136,649,729,737,17.63%,17.82%
"2304","2304. 대현그린타워",Group 2,Group 1,4125,526,1346,781,32.63%,18.93%
"1865","1865.금천구청앞(M빌딩)",Group 2,Group 2,4109,827,813,742,19.79%,18.06%
"3674","3674. 강동리버스트7단지",Group 2,Group 2,4087,950,483,939,11.82%,22.98%
"3932","3932. 개봉센트레빌레우스아파트 앞",Group 2,Group 2,4081,1007,531,938,13.01%,22.98%
"4829","4829. 신내동 한살림 중랑지구 건너편",Group 2,Group 2,4081,1256,410,894,10.05%,21.91%
"2311","2311. 학동로 래미안 아파트 앞",Group 2,Group 1,4066,522,1035,922,25.45%,22.68%
"2285","2285. LH서초3단지 301동 맞은편",Group 2,Group 2,4065,817,531,1193,13.06%,29.35%
"2351","2351. 청소년수련관(수영장)앞",Group 2,Group 2,4065,480,546,1077,13.43%,26.49%
"4752","4752. 삼성사이버빌리지아파트",Group 2,Group 2,4061,616,810,1044,19.95%,25.71%
"3005","3005.마포구청 청사내",Group 2,Group 1,4044,538,893,525,22.08%,12.98%
"1850","1850. 코오롱테크노밸리",Group 2,Group 1,4043,215,1286,653,31.81%,16.15%
"5315","5315. 불암산역 앞",Group 2,Group 2,4040,667,619,1030,15.32%,25.50%
"4913","4913. 레베쌍트 빌딩 앞",Group 2,Group 1,4039,252,1104,761,27.33%,18.84%
"2270","2270. 서초포레스타 7단지",Group 2,Group 2,4029,1104,562,999,13.95%,24.80%
"4776","4776. 신세계면세점",Group 2,Group 1,4025,259,1070,870,26.58%,21.61%
"4609","4609. 파크타워 104동 앞",Group 2,Group 2,4018,392,679,1471,16.90%,36.61%
"2347","2347. 두산건설 본사",Group 2,Group 1,4017,254,1442,640,35.90%,15.93%
"5779","5779. 나래교",Group 2,Group 2,4000,1119,545,908,13.63%,22.70%
"4610","4610. 한남나인원 105동 앞",Group 2,Group 2,3977,170,919,1096,23.11%,27.56%
"1728","1728. 서울북부지방법원",Group 2,Group 1,3975,404,1409,635,35.45%,15.97%
"1427","1427. 용마산역 1번출구",Group 2,Group 2,3965,303,1082,1033,27.29%,26.05%
"3134","3134.SK리쳄블(서울아리수본부)",Group 2,Group 2,3957,1189,591,899,14.94%,22.72%
"3616","3616. 역삼중학교 앞(체육관 방향)",Group 2,Group 2,3954,568,692,974,17.50%,24.63%
"2281","2281. 서울교통공사 사당별관 건너편",Group 2,Group 2,3950,933,580,832,14.68%,21.06%
"3654","3654. 강동리버스트4단지아파트 405동 앞",Group 2,Group 2,3946,560,419,1206,10.62%,30.56%
"5773","5773. 송파시그니처롯데캐슬",Group 2,Group 2,3937,1100,478,1081,12.14%,27.46%
"1864","1864.산호시티빌 옆",Group 2,Group 2,3931,911,565,945,14.37%,24.04%
"3426","3426.독립문역 2번출구 뒤",Group 2,Group 2,3927,1562,420,807,10.70%,20.55%
"1263","1263. 장지공영차고지",Group 2,Group 2,3917,684,484,712,12.36%,18.18%
"4098","4098.창동역 1번출구 인근",Group 2,Group 2,3899,303,807,1086,20.70%,27.85%
"4676","4676. 갈현1동 주민센터",Group 2,Group 2,3897,562,518,869,13.29%,22.30%
"1546","1546. 송천동우체국",Group 2,Group 2,3896,273,700,894,17.97%,22.95%
"4830","4830. 신내 우디안 111동 앞",Group 2,Group 2,3892,1145,369,940,9.48%,24.15%
"1366","1366. 일신초등학교 옆",Group 2,Group 2,3881,640,474,1201,12.21%,30.95%
"1646","1646. 삼육대 입구",Group 2,Group 2,3880,561,450,936,11.60%,24.12%
"1347","1347. 길음래미안아파트817동 상가 앞",Group 2,Group 2,3853,600,337,1059,8.75%,27.49%
"4937","4937.개포래미안포레스트 126동 앞",Group 2,Group 2,3847,976,444,991,11.54%,25.76%
"1542","1542. 삼양사거리역",Group 2,Group 2,3846,368,443,994,11.52%,25.85%
"173","173. 서대문역 8번출구 앞",Group 2,Group 1,3840,676,1062,556,27.66%,14.48%
"1386","1386.동선고가차도 초입",Group 2,Group 2,3839,560,454,1099,11.83%,28.63%
"295","295.영등포공원 분수대 앞",Group 2,Group 2,3833,1246,479,929,12.50%,24.24%
"2092","2092.흑석한강푸르지오(110동)",Group 2,Group 2,3833,891,389,906,10.15%,23.64%
"6187","6187.마곡119안전센터 맞은편",Group 2,Group 2,3832,1207,507,598,13.23%,15.61%
"1943","1943. 온수역 북측",Group 2,Group 2,3826,222,789,978,20.62%,25.56%
"2609","2609. 보성중고등학교 후문 앞",Group 2,Group 2,3825,849,480,406,12.55%,10.61%
"1679","1679. 삼육대 도서관",Group 2,Group 2,3821,137,635,856,16.62%,22.40%
"3114","3114.충정로역 3번 출구",Group 2,Group 2,3815,640,616,942,16.15%,24.69%
"2305","2305. MCM 본사 직영점 앞",Group 2,Group 1,3798,85,1908,484,50.24%,12.74%
"2363","2363. 강남 을지병원 교차로",Group 2,Group 1,3798,175,989,884,26.04%,23.28%
"1188","1188. 롯데중앙연구소",Group 2,Group 1,3789,307,1736,495,45.82%,13.06%
"1038","1038. 강일 다솜 어린이 공원",Group 2,Group 2,3788,702,502,911,13.25%,24.05%
"1525","1525. 미아동 복합청사",Group 2,Group 2,3779,670,717,791,18.97%,20.93%
"1819","1819. 금천구청 앞 자전거거치대",Group 2,Group 2,3773,339,775,742,20.54%,19.67%
"4908","4908. SB타워 앞",Group 2,Group 1,3761,117,1294,745,34.41%,19.81%
"2065","2065. 서울시여성가족재단",Group 2,Group 2,3748,670,471,855,12.57%,22.81%
"857","857. 현대 안성타워",Group 2,Group 2,3740,97,1061,1027,28.37%,27.46%
"3813","3813. 낙성대역 5번출구",Group 2,Group 2,3734,312,653,1108,17.49%,29.67%
"5100","5100. 강서도로사업소",Group 2,Group 1,3733,322,1505,420,40.32%,11.25%
"2406","2406. 논현동 광명빌딩 앞",Group 2,Group 1,3732,127,1069,807,28.64%,21.62%
"4277","4277. 서대문우체국 정류소 옆",Group 2,Group 2,3722,523,594,1000,15.96%,26.87%
"435","435. SK 남산빌딩",Group 2,Group 2,3705,559,749,727,20.22%,19.62%
"4903","4903. 신사스퀘어",Group 2,Group 2,3704,140,1019,945,27.51%,25.51%
