대여소번호,대여소명,표준화_건수4열_클러스터,표준화_혼합4열_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%)
"442","442.서울역 서부",Group 2,Group 2,3698,953,590,908,15.95%,24.55%
"1058","1058. 고덕숲 아이파크 1",Group 2,Group 2,3696,763,450,1003,12.18%,27.14%
"4882","4882. 위례포레샤인18단지 1802동",Group 2,Group 2,3694,681,489,883,13.24%,23.90%
"1761","1761.방학중학교 앞",Group 2,Group 2,3693,775,508,888,13.76%,24.05%
"4248","4248. 신촌 교보빌딩",Group 2,Group 2,3693,267,647,1127,17.52%,30.52%
"2398","2398. 더라움",Group 2,Group 2,3689,437,841,790,22.80%,21.42%
"2371","2371. 한국우편사업진흥원",Group 2,Group 1,3688,353,916,814,24.84%,22.07%
"3688","3688. 상일동산(동아아파트앞 교차로)",Group 2,Group 2,3686,694,650,847,17.63%,22.98%
"3973","3973. 독산2동주민센터 앞",Group 2,Group 2,3683,1016,345,858,9.37%,23.30%
"4668","4668. 기자촌사거리 B",Group 2,Group 2,3682,423,699,1032,18.98%,28.03%
"1703","1703. 도봉산광역환승센터앞",Group 2,Group 2,3676,162,1012,993,27.53%,27.01%
"2203","2203. 청계산입구역 2번출구",Group 2,Group 2,3674,182,855,977,23.27%,26.59%
"4490","4490. 송파파인타운 10단지 1005동",Group 2,Group 2,3667,763,394,994,10.74%,27.11%
"1558","1558.강북문화정보도서관",Group 2,Group 2,3653,448,629,1168,17.22%,31.97%
"1466","1466.두산대림아파트 삼거리",Group 2,Group 2,3633,311,599,1060,16.49%,29.18%
"524","524. 래미안금호하이리버 아파트 102동 옆",Group 2,Group 2,3631,715,459,947,12.64%,26.08%
"4827","4827. 신내SK V1센터 앞",Group 2,Group 1,3614,276,1906,386,52.74%,10.68%
"3661","3661. 명일동신동아아파트 앞",Group 2,Group 2,3607,591,529,819,14.67%,22.71%
"2310","2310. 청담동 맥도날드 옆(위치)",Group 2,Group 1,3605,210,951,835,26.38%,23.16%
"4153","4153. 흑석동효사정앞",Group 2,Group 2,3605,533,550,1054,15.26%,29.24%
"4132","4132. 이문삼익아파트 앞",Group 2,Group 2,3603,882,320,958,8.88%,26.59%
"4103","4103. 휘경sk뷰아파트 앞",Group 2,Group 2,3601,448,631,1068,17.52%,29.66%
"470","470.회현역 7번출구",Group 2,Group 1,3598,532,923,777,25.65%,21.60%
"4351","4351.서울AI허브 앞",Group 2,Group 1,3597,155,1159,632,32.22%,17.57%
"4768","4768. 서울도시건축전시관",Group 2,Group 1,3593,1055,741,532,20.62%,14.81%
"3910","3910. 목양전원교회 앞 로터리",Group 2,Group 2,3559,517,437,1012,12.28%,28.43%
"978","978.녹번 힐스테이트상가앞",Group 2,Group 2,3541,362,747,944,21.10%,26.66%
"1951","1951. 천왕이펜하우스 4단지 후문",Group 2,Group 2,3541,863,461,952,13.02%,26.89%
"5785","5785.한림연예예술고등학교",Group 2,Group 2,3541,704,422,789,11.92%,22.28%
"1823","1823. W컨템포오피스텔앞",Group 2,Group 2,3517,745,525,676,14.93%,19.22%
"139","139. 연세대 정문 건너편",Group 2,Group 2,3508,473,710,669,20.24%,19.07%
"4667","4667. 폭포동입구 교차로",Group 2,Group 2,3504,449,541,890,15.44%,25.40%
"608","608. 전농삼성아파트",Group 2,Group 2,3499,833,418,812,11.95%,23.21%
"1756","1756.서울북부광역등기국",Group 2,Group 2,3499,333,602,860,17.20%,24.58%
"3109","3109.북한산더샾 106동 앞",Group 2,Group 2,3493,360,464,945,13.28%,27.05%
"616","616. 서울시립대 정문 앞 A",Group 2,Group 2,3468,279,478,766,13.78%,22.09%
"3923","3923. 구로공구상가 앞",Group 2,Group 1,3463,239,848,596,24.49%,17.21%
"1007","1007.암사동 선사유적지",Group 2,Group 2,3458,180,388,1406,11.22%,40.66%
"5504","5504.아현교회",Group 2,Group 1,3453,426,896,731,25.95%,21.17%
"2235","2235.KT 서초지사 앞",Group 2,Group 1,3442,322,951,669,27.63%,19.44%
"3974","3974.  안천중학교",Group 2,Group 2,3433,1078,303,640,8.83%,18.64%
"5507","5507. 아현래미안푸르지오아파트 104동 앞",Group 2,Group 2,3433,1012,271,925,7.89%,26.94%
"4781","4781. 브라운스위트레지던스",Group 2,Group 1,3430,978,761,660,22.19%,19.24%
"2226","2226. 신동아럭스빌아파트 앞",Group 2,Group 1,3429,265,1305,692,38.06%,20.18%
"4240","4240. 아현문화건강센터",Group 2,Group 2,3428,825,473,792,13.80%,23.10%
"2088","2088.상도중앙하이츠빌 입구",Group 2,Group 2,3427,857,365,858,10.65%,25.04%
"3530","3530. 왕십리자이아파트 후문(삼거리)",Group 2,Group 2,3427,790,298,883,8.70%,25.77%
"352","352. 중앙고입구 삼거리",Group 2,Group 2,3419,557,658,900,19.25%,26.32%
"4956","4956. 암사역사공원역 1번출구",Group 2,Group 2,3419,626,579,1020,16.93%,29.83%
"6062","6062.서울역파출소",Group 2,Group 2,3419,1121,536,831,15.68%,24.31%
"1979","1979. 구로1동우체국 앞",Group 2,Group 2,3414,897,302,825,8.85%,24.17%
"4925","4925. 청담백영빌딩 앞",Group 2,Group 1,3414,198,925,726,27.09%,21.27%
"4177","4177. 롯데캐슬 101동 앞",Group 2,Group 2,3413,793,299,939,8.76%,27.51%
"2143","2143. 서울산업정보학교",Group 2,Group 2,3412,432,635,985,18.61%,28.87%
"2649","2649.오금공원사거리2",Group 2,Group 2,3402,435,559,992,16.43%,29.16%
"3703","3703. 삼양입구사거리",Group 2,Group 2,3400,594,405,910,11.91%,26.76%
"3622","3622. 은마아파트입구 사거리(1)",Group 2,Group 2,3394,201,609,989,17.94%,29.14%
"4454","4454. 위례 포레샤인 1809동 부근",Group 2,Group 2,3332,586,367,931,11.01%,27.94%
"1365","1365. 선잠단지 앞",Group 2,Group 2,3329,592,302,959,9.07%,28.81%
"410","410. 상암중학교 옆",Group 2,Group 2,3321,297,615,898,18.52%,27.04%
"2659","2659.서울친환경유통센터",Group 2,Group 2,3304,1046,302,572,9.14%,17.31%
"2817","2817.천왕이펜하우스5단지 앞",Group 2,Group 2,3292,389,556,738,16.89%,22.42%
"830","830. 강변삼성스위트아파트 앞",Group 2,Group 2,3277,853,584,773,17.82%,23.59%
"928","928. 은평역사한옥박물관",Group 2,Group 2,3275,399,588,1198,17.95%,36.58%
"6173","6173. 서울자동차운전전문학원",Group 2,Group 1,3263,229,849,599,26.02%,18.36%
"5852","5852. 대림동현대2차 201동 앞",Group 2,Group 2,3261,532,404,858,12.39%,26.31%
"3659","3659. 명일초등학교 옆",Group 2,Group 2,3251,405,593,798,18.24%,24.55%
"4519","4519. 양원보도육교",Group 2,Group 2,3249,363,263,229,8.09%,7.05%
"5879","5879. 국회도서관 2문 앞",Group 2,Group 1,3230,129,1144,581,35.42%,17.99%
"4802","4802. 새우개마을",Group 2,Group 1,3227,1079,756,534,23.43%,16.55%
"5892","5892.국회의사당본관 좌측",Group 2,Group 1,3227,234,1502,255,46.54%,7.90%
"5334","5334. 화랑대역 3번출구",Group 2,Group 2,3222,430,686,645,21.29%,20.02%
"2533","2533.한가람미술관 앞",Group 2,Group 2,3215,136,857,897,26.66%,27.90%
"4304","4304. 서울고앞",Group 2,Group 2,3211,570,566,861,17.63%,26.81%
"2350","2350. 래미안그레이튼102동앞",Group 2,Group 2,3209,387,696,699,21.69%,21.78%
"1379","1379.길음뉴타운푸르지오아파트 3단지",Group 2,Group 2,3196,1188,185,825,5.79%,25.81%
"3427","3427.인왕산 아이파크 정문",Group 2,Group 2,3195,1129,461,614,14.43%,19.22%
"827","827. 국군복지단",Group 2,Group 1,3187,131,1000,218,31.38%,6.84%
"4939","4939.도산공원",Group 2,Group 2,3186,194,795,741,24.95%,23.26%
"1357","1357. 북한산보국문역",Group 2,Group 2,3184,368,424,912,13.32%,28.64%
"1377","1377. 한국과학기술연구원 북문",Group 2,Group 1,3183,210,1223,442,38.42%,13.89%
"2401","2401. 밀알학교 입구 (삼성서울병원 입구)",Group 2,Group 2,3180,573,426,898,13.40%,28.24%
"3652","3652. 한영외국어고등학교",Group 2,Group 2,3173,747,477,681,15.03%,21.46%
"4319","4319. 삼성전자R&D어린이집 뒤",Group 2,Group 1,3159,377,894,472,28.30%,14.94%
"6053","6053. 중부세무서 앞",Group 2,Group 2,3158,230,662,653,20.96%,20.68%
"1376","1376. 한국과학기술연구원 중문",Group 2,Group 1,3151,35,1245,300,39.51%,9.52%
"2625","2625.가락종합 사회복지관",Group 2,Group 2,3145,950,404,728,12.85%,23.15%
"2421","2421. 신논현역 4번출구",Group 2,Group 2,3144,339,624,894,19.85%,28.44%
"534","534. 금호사거리",Group 2,Group 2,3142,534,346,996,11.01%,31.70%
"3532","3532. 왕십리KCC스위첸아파트",Group 2,Group 2,3139,1144,227,577,7.23%,18.38%
"1314","1314. 정릉꿈에그린1단지 201동 앞",Group 2,Group 2,3112,582,336,790,10.80%,25.39%
"1316","1316. 고려사대부속중고 건너편",Group 2,Group 2,3107,216,525,741,16.90%,23.85%
"967","967. 서울혁신파크2",Group 2,Group 2,3101,126,743,822,23.96%,26.51%
"1857","1857. 주공14단지",Group 2,Group 2,3098,1202,319,663,10.30%,21.40%
"4608","4608. 국립중앙박물관 정문 앞",Group 2,Group 2,3088,100,730,1033,23.64%,33.45%
"2129","2129. 낙성대 과학전시관",Group 2,Group 2,3087,213,628,828,20.34%,26.82%
"4928","4928. 교수마을 입구",Group 2,Group 2,3083,431,680,694,22.06%,22.51%
"5767","5767. 북위례2",Group 2,Group 2,3074,604,325,886,10.57%,28.82%
"2383","2383. 보금자리정원",Group 2,Group 2,3066,509,494,841,16.11%,27.43%
"2223","2223. 방배래미안 정문 앞",Group 2,Group 2,3060,195,542,866,17.71%,28.30%
"1477","1477.면목삼익아파트 앞",Group 2,Group 2,3057,324,482,977,15.77%,31.96%
"4333","4333. 서울고등학교 건너편",Group 2,Group 2,3041,691,494,738,16.24%,24.27%
"2425","2425.세곡동 사거리(대왕초등학교 정류장)",Group 2,Group 2,3037,406,500,801,16.46%,26.37%
"1731","1731. 도봉고등학교 맞은편",Group 2,Group 2,3030,328,409,913,13.50%,30.13%
"4088","4088. 김근태도서관",Group 2,Group 2,3029,152,441,1077,14.56%,35.56%
"3637","3637. 세곡데이케어센터",Group 2,Group 2,3025,639,357,733,11.80%,24.23%
"3624","3624. 대모산입구역 7번 출구 앞",Group 2,Group 2,3017,613,346,882,11.47%,29.23%
"2037","2037. 동작역 5번출구 동작주차공원",Group 2,Group 2,3009,131,574,1187,19.08%,39.45%
"4327","4327. 몽마르뜨공원입구",Group 2,Group 2,3005,391,655,774,21.80%,25.76%
"1053","1053. 동명근린공원 진입로 (아리수로)",Group 2,Group 2,2993,587,453,685,15.14%,22.89%
"5889","5889.의원회관출입구 앞",Group 2,Group 1,2984,158,897,490,30.06%,16.42%
"3111","3111.무악재역 4번 출구",Group 2,Group 2,2978,461,547,772,18.37%,25.92%
"1039","1039. 고덕초등학교",Group 2,Group 2,2976,754,380,793,12.77%,26.65%
"2159","2159. 인헌초교",Group 2,Group 2,2973,196,327,1010,11.00%,33.97%
"483","483.남산타운아파트 버스정류장",Group 2,Group 2,2971,316,474,992,15.95%,33.39%
"1410","1410. 면목 대원칸타빌아파트",Group 2,Group 2,2965,503,300,916,10.12%,30.89%
"2248","2248. 서초리슈빌S 글로벌 앞",Group 2,Group 2,2965,900,404,646,13.63%,21.79%
"1842","1842. 한울중학교",Group 2,Group 2,2951,948,178,557,6.03%,18.87%
"196","196. 연희교차로 인근",Group 2,Group 2,2937,459,437,765,14.88%,26.05%
"2386","2386. 크린랩 본사",Group 2,Group 2,2936,470,699,698,23.81%,23.77%
"1352","1352. e 편한세상 보문아파트 내",Group 2,Group 2,2933,660,396,779,13.50%,26.56%
"4180","4180. 흑석동주민센터 입구",Group 2,Group 2,2931,550,306,874,10.44%,29.82%
"4583","4583. 의정관",Group 2,Group 1,2930,335,1235,265,42.15%,9.04%
"3100","3100. 북성초교",Group 2,Group 2,2927,366,472,783,16.13%,26.75%
"1675","1675. 월계문화체육센터",Group 2,Group 2,2924,531,422,385,14.43%,13.17%
"2269","2269. 주홍교 하부",Group 2,Group 2,2924,391,580,801,19.84%,27.39%
"4271","4271. 충정로역 1번 출구",Group 2,Group 2,2921,417,728,771,24.92%,26.40%
"1504","1504. 삼양시장오거리",Group 2,Group 2,2915,283,443,783,15.20%,26.86%
"522","522. 금호역 1번출구 앞",Group 2,Group 2,2909,210,600,756,20.63%,25.99%
"4461","4461. 한양3차아파트 3동 앞",Group 2,Group 2,2906,504,434,882,14.93%,30.35%
"3902","3902. 항동지구5단지 501동 앞",Group 2,Group 2,2902,627,308,808,10.61%,27.84%
"947","947. 연신내 선일하이츠빌 정류소",Group 2,Group 2,2894,581,369,753,12.75%,26.02%
"5331","5331. 공릉동 풍림아파트 112동 앞",Group 2,Group 2,2893,897,445,539,15.38%,18.63%
"1820","1820. 신한은행 시흥대로금융센터지점",Group 2,Group 2,2890,497,540,574,18.69%,19.86%
"3563","3563.구의7단지현대아파트",Group 2,Group 2,2879,845,387,818,13.44%,28.41%
"994","994.북한산생태공원입구(교통섬)",Group 2,Group 2,2865,500,438,723,15.29%,25.24%
"1037","1037. 강일리버파크 6단지",Group 2,Group 2,2847,520,316,772,11.10%,27.12%
"3915","3915. 동선아파트 앞",Group 2,Group 2,2843,245,325,899,11.43%,31.62%
"2249","2249. 우솔초등학교 맞은편",Group 2,Group 2,2837,892,379,673,13.36%,23.72%
"2184","2184. 구암초등학교 버스정류장",Group 2,Group 2,2834,480,309,866,10.90%,30.56%
"1620","1620. 중계구민체육센터",Group 2,Group 2,2828,263,377,839,13.33%,29.67%
"3555","3555.양지사거리(센트라스APT 115동앞)",Group 2,Group 2,2815,656,330,691,11.72%,24.55%
"3804","3804. 낙성대공원",Group 2,Group 2,2800,55,364,1469,13.00%,52.46%
"1393","1393.돈암육교 하단",Group 2,Group 2,2796,348,310,687,11.09%,24.57%
"1304","1304. 만해공원",Group 2,Group 2,2777,474,375,803,13.50%,28.92%
"3117","3117.이화여대 인문관 인근",Group 2,Group 1,2777,217,597,510,21.50%,18.37%
"4915","4915. 영동중앙교회 버스정류장",Group 2,Group 1,2775,448,682,455,24.58%,16.40%
"1424","1424. 양원역 2번출구",Group 2,Group 2,2770,241,622,639,22.45%,23.07%
"600","600. 휘경2동 주민센터",Group 2,Group 2,2763,259,333,668,12.05%,24.18%
"569","569. 응봉현대아파트 정류소",Group 2,Group 2,2761,424,375,915,13.58%,33.14%
"3503","3503. 광진유진스웰",Group 2,Group 2,2761,341,576,780,20.86%,28.25%
"4883","4883. 위례포레샤인18단지 1812동",Group 2,Group 2,2757,512,333,732,12.08%,26.55%
"1353","1353. 금호어울림센터힐 내",Group 2,Group 2,2756,714,232,876,8.42%,31.79%
"3561","3561.행당동 삼부APT후문",Group 2,Group 2,2752,123,538,785,19.55%,28.52%
"432","432. 마포중앙도서관",Group 2,Group 2,2745,166,633,819,23.06%,29.84%
"4310","4310. 염곡동(염통골) 입구",Group 2,Group 2,2741,503,458,516,16.71%,18.83%
"4479","4479. 문정중학교",Group 2,Group 2,2722,709,233,724,8.56%,26.60%
"1541","1541. 삼양역",Group 2,Group 2,2706,177,401,750,14.82%,27.72%
"4672","4672. 준빌딩 앞",Group 2,Group 2,2694,357,375,735,13.92%,27.28%
"3431","3431.로제우스 레포츠센터",Group 2,Group 2,2682,231,569,779,21.22%,29.05%
"4324","4324. 세화고등학교",Group 2,Group 2,2676,67,504,714,18.83%,26.68%
"4911","4911. 도곡동 골프 로데오거리",Group 2,Group 2,2672,476,559,538,20.92%,20.13%
"2804","2804.항동지구 6단지 602동 앞",Group 2,Group 2,2671,276,340,918,12.73%,34.37%
"2318","2318. 삼성중앙역4번출구(문화센터더 리빌)",Group 2,Group 2,2670,355,610,598,22.85%,22.40%
"1344","1344. 아리랑시네센터 앞",Group 2,Group 2,2662,171,444,855,16.68%,32.12%
"4919","4919. 학여울역사거리(은마아파트)",Group 2,Group 2,2645,520,371,800,14.03%,30.25%
"1847","1847. 독산주공 14단지 버스정류소",Group 2,Group 1,2643,587,760,631,28.76%,23.87%
"4959","4959. 암사역사공원역 3번출구",Group 2,Group 1,2642,885,600,379,22.71%,14.35%
"1422","1422. 신내우디안아파트 1단지",Group 2,Group 2,2638,112,641,658,24.30%,24.94%
"3766","3766. 강서문화센터",Group 2,Group 2,2622,883,245,598,9.34%,22.81%
"3924","3924. 오류동 계림웨스트밸리 앞",Group 2,Group 2,2620,592,340,532,12.98%,20.31%
"4613","4613. 서울갤러리아 앞",Group 2,Group 2,2617,72,534,954,20.41%,36.45%
"1392","1392.돈암삼성풍림아파트",Group 2,Group 2,2609,568,212,674,8.13%,25.83%
"1342","1342. 성북쉼터 앞",Group 2,Group 2,2604,551,319,644,12.25%,24.73%
"1463","1463.중랑구민회관",Group 2,Group 2,2602,328,320,617,12.30%,23.71%
"2516","2516.본마을 노인복지센터 앞",Group 2,Group 2,2574,312,413,844,16.05%,32.79%
"3701","3701. 방아삼거리",Group 2,Group 2,2565,109,317,898,12.36%,35.01%
"3806","3806. 낙성대 교수아파트",Group 2,Group 2,2562,243,505,691,19.71%,26.97%
"977","977.신도중학교앞",Group 2,Group 2,2551,445,403,706,15.80%,27.68%
"297","297.국회3문",Group 2,Group 1,2522,485,681,574,27.00%,22.76%
"3531","3531. 논골사거리(금호도서관 입구)",Group 2,Group 2,2519,471,262,809,10.40%,32.12%
"449","449. 일성아파트",Group 2,Group 2,2513,468,343,653,13.65%,25.98%
"1467","1467.sk신내 주유소앞(용마산로)",Group 2,Group 2,2498,118,410,724,16.41%,28.98%
"451","451. 청와대앞길",Group 2,Group 2,2497,196,577,782,23.11%,31.32%
"443","443.호암아트홀",Group 2,Group 1,2477,595,882,202,35.61%,8.16%
"4305","4305. 서일스포츠센터",Group 2,Group 2,2476,573,367,592,14.82%,23.91%
"855","855.이촌역5번출구 앞",Group 2,Group 2,2475,247,518,840,20.93%,33.94%
"1435","1435. 능산삼거리",Group 2,Group 2,2468,402,287,637,11.63%,25.81%
"1315","1315. 고려사대부속중고 정문",Group 2,Group 2,2460,178,372,709,15.12%,28.82%
"973","973.제각말푸르지오 5-1단지 아파트",Group 2,Group 2,2443,395,347,717,14.20%,29.35%
"2334","2334. 삼호아파트 2동 ( 간선도로)",Group 2,Group 1,2433,359,465,343,19.11%,14.10%
"1459","1459. 용마한신아파트사거리",Group 2,Group 2,2427,326,243,703,10.01%,28.97%
"1006","1006. 롯데캐슬 115동앞",Group 2,Group 2,2423,386,396,630,16.34%,26.00%
"3620","3620. 청담역 11번 출구",Group 2,Group 2,2422,817,400,458,16.52%,18.91%
"5339","5339. 은빛1단지 아파트 앞",Group 2,Group 2,2422,254,373,619,15.40%,25.56%
"859","859.남산공원 야외식물원 앞",Group 2,Group 2,2416,171,432,759,17.88%,31.42%
"2519","2519.서초2교(사임당로 방면)",Group 2,Group 2,2416,558,394,548,16.31%,22.68%
"4623","4623. 라인프랜즈이태원점 앞",Group 2,Group 2,2403,99,466,773,19.39%,32.17%
"4845","4845. 신내역금강펜테리움센트럴파크",Group 2,Group 2,2398,503,474,519,19.77%,21.64%
"4538","4538. 양천공영차고지",Group 2,Group 2,2390,163,437,482,18.28%,20.17%
"4417","4417. 성북청소년문화의집",Group 2,Group 2,2367,366,298,571,12.59%,24.12%
"2041","2041. 사당중학교 버스정류소",Group 2,Group 2,2360,415,243,690,10.30%,29.24%
"2532","2532.국립국악원 앞",Group 2,Group 1,2339,251,793,489,33.90%,20.91%
"161","161. 무악재역1번 출구",Group 2,Group 2,2338,343,414,718,17.71%,30.71%
"4881","4881. 거여동사거리 송파둘레길 입구",Group 2,Group 2,2331,454,356,603,15.27%,25.87%
"3970","3970. 시흥4동주민센터 앞",Group 2,Group 2,2329,833,164,466,7.04%,20.01%
"3629","3629. 청담사거리(신한오피스텔빌딩 앞)",Group 2,Group 1,2326,82,699,497,30.05%,21.37%
"4879","4879. 마천청소년센터",Group 2,Group 2,2322,457,245,646,10.55%,27.82%
"4473","4473. 마천금호어울림 1차 102동앞",Group 2,Group 2,2311,435,282,691,12.20%,29.90%
"5897","5897.여의도공작아파트",Group 2,Group 2,2292,130,717,740,31.28%,32.29%
"2040","2040. 비계 버스정류소",Group 2,Group 2,2285,288,237,735,10.37%,32.17%
"4611","4611. 국제루터교회 앞",Group 2,Group 2,2281,192,466,599,20.43%,26.26%
"127","127. 현대벤처빌 앞",Group 2,Group 2,2265,226,419,596,18.50%,26.31%
"4158","4158. 노량진근린공원",Group 2,Group 2,2265,415,269,604,11.88%,26.67%
"1866","1866.서울안천초등학교 옆",Group 2,Group 2,2248,280,439,538,19.53%,23.93%
"3418","3418.창신역2번 출구",Group 2,Group 2,2242,547,243,535,10.84%,23.86%
"1101","1101. 상사마을 버스정류장(아라대교방면)",Group 2,Group 2,2236,403,418,481,18.69%,21.51%
"2165","2165. JK장평타워",Group 2,Group 2,2223,122,393,656,17.68%,29.51%
"4021","4021. 중계본동 입구",Group 2,Group 2,2216,445,282,572,12.73%,25.81%
"1573","1573.현대성우아파트 옆",Group 2,Group 2,2202,392,206,664,9.36%,30.15%
"1370","1370. 복자사랑 피정의 집",Group 2,Group 2,2198,404,202,749,9.19%,34.08%
"938","938. 금암 문화공원",Group 2,Group 2,2190,224,394,679,17.99%,31.00%
"2536","2536.서초AICT 우수기업센터 앞",Group 2,Group 1,2161,267,537,333,24.85%,15.41%
"1861","1861.IBK기업은행 석수역 지점 앞",Group 2,Group 2,2155,160,538,610,24.97%,28.31%
